"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q127267","tt1691323","84-2012","Greece","Attenberg","Greek","Athina Rachel Tsangari","Not nominated","E",NA,"","Attenberg","Attenberg","Movie",6.2,97,2010,7726,"No"
"Q167432","tt2008006","84-2012","Hong Kong","A Simple Life","Cantonese","Ann Hui","Not nominated","E",NA,"","A Simple Life","Tou ze","Movie",7.5,118,2011,6335,"No"
"Q1336326","tt1316540","84-2012","Hungary","The Turin Horse","Hungarian","Béla Tarr","Not nominated","E",NA,"","The Turin Horse","A torinói ló","Movie",7.7,155,2011,19556,"No"
"Q904391","tt1695831","84-2012","Iceland","Volcano","Icelandic","Rúnar Rúnarsson","Not nominated","E",NA,"","Volcano","Eldfjall","Movie",7.2,99,2011,1529,"No"
"Q3525225","tt1945039","84-2012","India","Abu, Son of Adam","Malayalam","Salim Ahamed","Not nominated","E",NA,"","Abu, Son of Adam","Adaminte Makan Abu","Movie",7.8,101,2011,1234,"No"
"Q7883362","tt2022376","84-2012","Indonesia","Under the Protection of Ka'Bah","Indonesian","Hanny Saputra","Not nominated","E",NA,"","Under the Protection of Ka'bah","Di Bawah Lindungan Ka'bah","Movie",6.6,121,2011,125,"No"
"Q4802900","tt1456477","84-2012","Ireland","As If I Am Not There","Serbo-Croatian","Juanita Wilson","Not nominated","E",NA,"","As If I Am Not There","As If I Am Not There","Movie",7.2,109,2010,1333,"No"
"Q594490","tt1641410","84-2012","Italy","Terraferma","Italian, Sicilian, Amharic","Emanuele Crialese","Not nominated","E",NA,"","Terraferma","Terraferma","Movie",6.7,88,2011,3222,"No"
"Q4391725","tt1641397","84-2012","Japan","Postcard","Japanese","Kaneto Shindō","Not nominated","E",NA,"","Postcard","Ichimai no hagaki","Movie",7.1,114,2010,265,"No"
"Q4114662","tt2090663","84-2012","Kazakhstan","Returning to the 'A'","Russian","Egor Mikhalkov-Konchalovsky","Not nominated","E",NA,"","Vozvrashchenie v 'A'","Vozvrashchenie v 'A'","Movie",6.2,116,2011,49,"No"
"Q1766235","tt1772424","84-2012","Lebanon","Where Do We Go Now?","Arabic, English, Russian","Nadine Labaki","Not nominated","E",NA,"","Where Do We Go Now?","Et maintenant on va où?","Movie",7.4,110,2011,13571,"No"
"Q4839468","tt1800312","84-2012","Lithuania","Back to Your Arms","Lithuanian, Russian, German","Kristijonas Vildžiūnas","Not nominated","E",NA,"","Back to Your Arms","Kai apkabinsiu tave","Movie",6.8,90,2010,272,"No"
"Q7260370","tt1493068","84-2012","Macedonia","Punk is Not Dead","Macedonian, Albanian","Vladimir Blazevski","Not nominated","E",NA,"","Punk's Not Dead","Pankot ne e mrtov","Movie",7.3,104,2011,993,"No"
"Q3316382","tt1911600","84-2012","Mexico","Miss Bala","Spanish","Gerardo Naranjo","Not nominated","E",NA,"","Miss Bala","Miss Bala","Movie",6.5,113,2011,9452,"No"
"Q267281","tt1138481","84-2012","Netherlands","Sonny Boy","Dutch","Maria Peters","Not nominated","E",NA,"","Sonny Boy","Sonny Boy","Movie",6.7,130,2011,3432,"No"
"Q7755266","tt1846783","84-2012","New Zealand","The Orator","Samoan","Tusi Tamasese","Not nominated","E",NA,"","The Orator","O le tulafale","Movie",6.8,110,2011,452,"No"
"Q3089073","tt1664892","84-2012","Norway","Happy, Happy","Norwegian, Danish","Anne Sewitsky","Not nominated","E",NA,"","Happy, Happy","Sykt lykkelig","Movie",6.5,85,2010,3264,"No"
"Q3880781","tt1646118","84-2012","Peru","October","Spanish","Daniel Vega Vidal","Not nominated","E",NA,"","October","Octubre","Movie",6.4,83,2010,562,"No"
"Q7775553","tt1961179","84-2012","Philippines","The Woman in the Septic Tank","Tagalog, Filipino","Marlon Rivera","Not nominated","E",NA,"","The Woman in the Septic Tank","Ang babae sa septic tank","Movie",7.2,87,2011,522,"No"
"Q1709746","tt1789810","84-2012","Portugal","José and Pilar","Portuguese","Miguel Gonçalves Mendes","Not nominated","E",NA,"","José and Pilar","José e Pilar","Movie",8.2,117,2010,2496,"No"
"Q3064868","tt1567130","84-2012","Romania","Morgen","Romanian, Hungarian, Turkish","Marian Crisan","Not nominated","E",NA,"","Morgen","Morgen","Movie",6.9,100,2010,1172,"No"
"Q769599","tt0403645","84-2012","Russia","Burnt by the Sun 2: The Citadel","Russian","Nikita Mikhalkov","Not nominated","E",NA,"","Burnt by the Sun 2","Utomlennye solntsem 2","Movie",4.3,181,2010,4501,"No"
"Q1946195","tt1634013","84-2012","Serbia","Montevideo, God Bless You!","Serbian","Dragan Bjelogrlić","Not nominated","E",7,"2024-04-10","Montevideo: Taste of a Dream","Montevideo, Bog te video!","Movie",8.1,140,2010,13058,"Yes"
"Q939997","tt1922736","84-2012","Singapore","Tatsumi","Japanese","Eric Khoo","Not nominated","E",NA,"","Tatsumi","Tatsumi","Movie",7,96,2011,856,"No"
"Q254726","tt1980935","84-2012","Slovakia","Gypsy","Slovak, Romani","Martin Šulík","Not nominated","E",NA,"","Gypsy","Cigan","Movie",6.8,100,2011,420,"No"
"Q2270848","tt1922721","84-2012","South Africa","Beauty","Afrikaans, English","Oliver Hermanus","Not nominated","E",NA,"","Beauty","Skoonheid","Movie",6.3,99,2011,2016,"No"
"Q495637","tt2007387","84-2012","South Korea","The Front Line","Korean","Jang Hoon","Not nominated","E",NA,"","The Front Line","Go-ji-jeon","Movie",7.3,133,2011,7144,"No"
"Q1510064","tt1454523","84-2012","Spain","Black Bread","Catalan","Agustí Villaronga","Not nominated","E",NA,"","Black Bread","Pa negre","Movie",6.9,108,2010,5079,"No"
"Q401539","tt1437366","84-2012","Sweden","Beyond","Swedish, Finnish","Pernilla August","Not nominated","E",NA,"","Beyond","Svinalängorna","Movie",7,99,2010,4431,"No"
"Q3178247","tt1753865","84-2012","Switzerland","Summer Games","Italian","Rolando Colla","Not nominated","E",NA,"","Summer Games","Giochi d'estate","Movie",6.5,101,2011,441,"No"
"Q6428687","tt2074392","84-2012","Thailand","Kon Khon","Thai","Sarunyu Wongkrachang","Not nominated","E",NA,"","Kon Khon","Kon Khon","Movie",6.9,90,2011,43,"No"
"Q1707497","tt1827487","84-2012","Turkey","Once Upon a Time in Anatolia","Turkish","Nuri Bilge Ceylan","Not nominated","E",NA,"","Once Upon a Time in Anatolia","Bir Zamanlar Anadolu'da","Movie",7.8,157,2011,50592,"No"
"Q3400362","tt1020559","84-2012","United Kingdom","Patagonia","Welsh, Spanish, English","Marc Evans","Not nominated","E",NA,"","Patagonia","Patagonia","Movie",6.6,119,2010,639,"No"
"Q176801","tt1646973","84-2012","Uruguay","The Silent House","Spanish","Gustavo Hernández","Not nominated","E",NA,"","La casa muda","La casa muda","Movie",5.3,86,2010,8039,"No"
"Q7761826","tt2005207","84-2012","Venezuela","The Rumble of the Stones","El rumor de las piedras","Alejandro Bellame Palacios","Not nominated","E",NA,"","The Rumble of the Stones","El rumor de las piedras","Movie",6.8,100,2011,178,"No"
"Q7758259","tt2064836","84-2012","Vietnam","The Prince and the Pagoda Boy","Vietnamese","Lưu Trọng Ninh","Not nominated","E",NA,"","The Prince and the Pagoda Boy","Khát vong Thang Long","Movie",7.2,110,2010,24,"No"
"Q4742708","tt1670931","84-2012","Puerto Rico","America","Spanish","Sonia Fritz","Disqualified","F",NA,"","América","América","Movie",6.6,97,2011,99,"No"
"Q7514682","tt1156528","84-2012","Slovenia","Silent Sonata","No dialogue","Janez Burger","Disqualified","F",NA,"","Silent Sonata","Circus Fantasticus","Movie",6.9,77,2011,323,"No"
"Q637820","tt1602620","85-2013","Austria","Amour","French","Michael Haneke","Won Academy Award","A",10,"2023-05-19","Amour","Amour","Movie",7.9,127,2012,106138,"Yes"
"Q891672","tt1820488","85-2013","Canada","War Witch","French, Lingala","Kim Nguyen","Nominated","B",NA,"","War Witch","Rebelle","Movie",7,90,2012,7585,"No"
"Q2620241","tt2059255","85-2013","Chile","No","Spanish, English","Pablo Larraín","Nominated","B",NA,"","No","No","Movie",7.4,118,2012,26287,"No"
"Q589953","tt1276419","85-2013","Denmark","A Royal Affair","Danish, French, English","Nikolaj Arcel","Nominated","B",6,"2023-09-09","A Royal Affair","En kongelig affære","Movie",7.5,137,2012,51122,"Yes"
"Q1759619","tt1613750","85-2013","Norway","Kon-Tiki","Norwegian, English","Joachim Rønning and Espen Sandberg","Nominated","B",7,"2023-11-04","Kon-Tiki","Kon-Tiki","Movie",7.1,118,2013,52196,"Yes"
"Q595","tt1675434","85-2013","France","The Intouchables","French","Éric Toledano and Olivier Nakache","Made shortlist","D",8,"2021-07-11","The Intouchables","Intouchables","Movie",8.5,112,2011,935922,"Yes"
"Q5018929","tt1764275","85-2013","Iceland","The Deep","Icelandic","Baltasar Kormákur","Made shortlist","D",NA,"","The Deep","Djúpið","Movie",6.6,95,2012,5748,"No"
"Q2522756","tt2258281","85-2013","Romania","Beyond the Hills","Romanian","Cristian Mungiu","Made shortlist","D",NA,"","Beyond the Hills","Dupa dealuri","Movie",7.5,152,2012,13240,"No"
"Q870091","tt2062969","85-2013","Switzerland","Sister","French","Ursula Meier","Made shortlist","D",NA,"","Sister","L'enfant d'en haut","Movie",7,97,2012,7339,"No"
"Q5604823","tt1638353","85-2013","Afghanistan","The Patience Stone","Persian","Atiq Rahimi","Not nominated","E",NA,"","The Patience Stone","Syngué sabour, pierre de patience","Movie",7.1,102,2012,5514,"No"
"Q3301067","tt1683055","85-2013","Albania","Pharmakon","Albanian","Joni Shanaj","Not nominated","E",NA,"","Pharmakon","Pharmakon","Movie",6.3,134,2012,74,"No"
"Q8063436","tt2379344","85-2013","Algeria","Zabana!","Arabic, French","Saïd Ould Khelifa","Not nominated","E",NA,"","Zabana!","Zabana!","Movie",6,107,2012,61,"No"
"Q72162","tt1726888","85-2013","Argentina","Clandestine Childhood","Spanish","Benjamín Ávila","Not nominated","E",NA,"","Clandestine Childhood","Infancia clandestina","Movie",7,112,2011,2697,"No"
"Q5990669","tt2401964","85-2013","Armenia","If Only Everyone","Armenian, Russian","Nataliya Belyauskene","Not nominated","E",NA,"","If Only Everyone","If Only Everyone","Movie",7.2,95,2012,210,"No"
"Q421583","tt1996310","85-2013","Australia","Lore","German, English","Cate Shortland","Not nominated","E",NA,"","Lore","Lore","Movie",7.1,109,2012,16010,"No"
"Q4100138","tt2089642","85-2013","Azerbaijan","Buta","Azeri","Ilgar Najaf","Not nominated","E",NA,"","Buta","Buta","Movie",6.2,98,2011,121,"No"
"Q5130981","tt2409642","85-2013","Bangladesh","Pleasure Boy Komola","Bengali, English","Humayun Ahmed","Not nominated","E",NA,"","Ghetuputra Komola","Ghetuputra Komola","Movie",7.5,101,2012,1947,"No"
"Q3545803","tt1660302","85-2013","Belgium","Our Children","French, Arabic","Joachim Lafosse","Not nominated","E",NA,"","Our Children","À perdre la raison","Movie",6.8,111,2012,3142,"No"
"Q5098492","tt2123230","85-2013","Bosnia and Herzegovina","Children of Sarajevo","Bosnian","Aida Begić","Not nominated","E",NA,"","Djeca","Djeca","Movie",6.4,90,2012,691,"No"
"Q1219329","tt1921043","85-2013","Brazil","The Clown","Brazilian Portuguese","Selton Mello","Not nominated","E",NA,"","The Clown","O Palhaço","Movie",7.2,88,2011,5508,"No"
"Q7547488","tt1980999","85-2013","Bulgaria","Sneakers","Bulgarian","Valeri Yordanov","Not nominated","E",NA,"","Sneakers","Kecove","Movie",6.5,111,2011,1056,"No"
"Q17064035","tt2022456","85-2013","Cambodia","Lost Loves","Khmer","Chhay Bora","Not nominated","E",NA,"","Lost Loves","Lost Loves","Movie",7.3,111,2010,21,"No"
"Q5054472","tt2259360","85-2013","China","Caught in the Web","Mandarin","Chen Kaige","Not nominated","E",NA,"","Caught in the Web","Sou suo","Movie",6.5,117,2012,1156,"No"
"Q7765005","tt1774358","85-2013","Colombia","The Snitch Cartel","Spanish","Carlos Moreno","Not nominated","E",NA,"","The Snitch Cartel","El cartel de los sapos","Movie",6.3,102,2011,1349,"No"
"Q890272","tt2275813","85-2013","Croatia","Vegetarian Cannibal","Croatian","Branko Schmidt","Not nominated","E",NA,"","Vegetarian Cannibal","Ljudozder vegetarijanac","Movie",7.1,85,2012,2702,"No"
"Q5817326","tt1860359","85-2013","Czech Republic","In the Shadow","Czech, German","David Ondříček","Not nominated","E",NA,"","Ve stínu","Ve stínu","Movie",7.1,106,2012,1894,"No"
"Q6159383","tt1822237","85-2013","Dominican Republic","Jaque Mate","Spanish","José María Cabral","Not nominated","E",NA,"","Check Mate","Jaque mate!","Movie",6.5,81,2012,426,"No"
"Q5319079","tt2239512","85-2013","Estonia","Mushrooming","Estonian","Toomas Hussar","Not nominated","E",NA,"","Mushrooming","Seenelkäik","Movie",6.8,93,2012,1244,"No"
"Q2618838","tt1714205","85-2013","Finland","Purge","Finnish","Antti Jokinen","Not nominated","E",NA,"","Purge","Puhdistus","Movie",7.1,125,2012,3932,"No"
"Q6383085","tt1854535","85-2013","Georgia","Keep Smiling","Georgian","Rusudan Chkonia","Not nominated","E",NA,"","Keep Smiling","Gaigimet","Movie",7.1,90,2012,614,"No"
"Q708737","tt2178941","85-2013","Germany","Barbara","German","Christian Petzold","Not nominated","E",NA,"","Barbara","Barbara","Movie",7.2,105,2012,16093,"No"
"Q7884296","tt1699758","85-2013","Greece","Unfair World","Greek","Filippos Tsitos","Not nominated","E",NA,"","Unfair World","Adikos kosmos","Movie",6.2,107,2011,661,"No"
"Q3228255","tt1576402","85-2013","Greenland","Inuk","Greenlandic","Mike Magidson","Not nominated","E",NA,"","Inuk","Inuk","Movie",6.7,90,2010,351,"No"
"Q1100217","tt1371585","85-2013","Hong Kong","Life Without Principle","Cantonese","Johnnie To","Not nominated","E",NA,"","Life Without Principle","Duet ming gam","Movie",6.9,107,2011,2757,"No"
"Q1142649","tt2180335","85-2013","Hungary","Just the Wind","Hungarian","Benedek Fliegauf","Not nominated","E",NA,"","Just the Wind","Csak a szél","Movie",6.5,95,2012,1380,"No"
"Q2558109","tt2082197","85-2013","India","Barfi!","Hindi","Anurag Basu","Not nominated","E",6,"2024-04-14","Barfi!","Barfi!","Movie",8.1,151,2012,87302,"Yes"
"Q4184232","tt1989598","85-2013","Indonesia","The Dancer","Indonesian, Banyumasan","Ifa Isfansyah","Not nominated","E",NA,"","The Dancer","Sang Penari","Movie",7.5,112,2011,323,"No"
"Q2085771","tt2219514","85-2013","Israel","Fill the Void","Hebrew","Rama Burshtein","Not nominated","E",NA,"","Fill the Void","Lemale et ha'halal","Movie",6.7,90,2012,4004,"No"
"Q1059540","tt2177511","85-2013","Italy","Caesar Must Die","Italian","Paolo and Vittorio Taviani","Not nominated","E",NA,"","Caesar Must Die","Cesare deve morire","Movie",7.3,77,2012,6834,"No"
"Q374865","tt2083995","85-2013","Japan","Our Homeland","Japanese, Korean","Yong-hi Yang","Not nominated","E",NA,"","Our Homeland","Kazoku no kuni","Movie",7.2,100,2012,296,"No"
"Q3719600","tt1852040","85-2013","Kazakhstan","Myn Bala: Warriors of the Steppe","Kazakh","Akan Satayev","Not nominated","E",NA,"","Zhauzhürek myng bala","Zhauzhürek myng bala","Movie",6.5,132,2012,990,"No"
"Q1338623","tt2234428","85-2013","Kenya","Nairobi Half Life","Swahili, English, Sheng","David 'Tosh' Gitonga","Not nominated","E",NA,"","Nairobi Half Life","Nairobi Half Life","Movie",7.3,100,2012,1067,"No"
"Q7731979","tt2381347","85-2013","Kyrgyzstan","The Empty Home","Kyrgyz, Russian, French","Nurbek Egen","Not nominated","E",NA,"","Pustoy dom","Pustoy dom","Movie",7.2,98,2012,65,"No"
"Q4142799","tt2192200","85-2013","Latvia","Gulf Stream Under the Iceberg","Russian","Yevgeni Pashkevich","Not nominated","E",NA,"","Gulf Stream Under the Iceberg","Golfstrim pod aysbergom","Movie",5.3,125,2012,159,"No"
"Q7289578","tt2055720","85-2013","Lithuania","Ramin","Georgian","Audrius Stonys","Not nominated","E",NA,"","Ramin","Ramin","Movie",7.5,58,2011,44,"No"
"Q3399671","tt2069100","85-2013","Macedonia","The Third Half","Macedonian, German, Bulgarian, Serbian, Ladino, English","Darko Mitrevski","Not nominated","E",NA,"","The Third Half","Treto poluvreme","Movie",7.4,113,2012,8382,"No"
"Q3472334","tt2041321","85-2013","Malaysia","Bunohan","Malay, Kelantan Malay","Dain Said","Not nominated","E",NA,"","Bunohan: Return to Murder","Bunohan","Movie",6,97,2011,551,"No"
"Q2713624","tt2368749","85-2013","Mexico","After Lucia","Spanish","Michel Franco","Not nominated","E",NA,"","After Lucia","Después de Lucía","Movie",7.1,103,2012,7034,"No"
"Q5247333","tt2043822","85-2013","Morocco","Death for Sale","Arabic","Faouzi Bensaïdi","Not nominated","E",NA,"","Baya Al Maut","Baya Al Maut","Movie",6.6,117,2011,379,"No"
"Q5158269","tt1776222","85-2013","Netherlands","Kauwboy","Dutch","Boudewijn Koole","Not nominated","E",NA,"","Kauwboy","Kauwboy","Movie",7.1,81,2012,2385,"No"
"Q7992575","tt2369543","85-2013","Palestine","When I Saw You","Arabic","Annemarie Jacir","Not nominated","E",NA,"","When I Saw You","Lamma shoftak","Movie",6.6,98,2012,880,"No"
"Q151318","tt1696181","85-2013","Peru","The Bad Intentions","Spanish","Rosario Garcia-Montero","Not nominated","E",NA,"","The Bad Intentions","Las malas intenciones","Movie",6.5,110,2011,471,"No"
"Q5003659","tt2244376","85-2013","Philippines","Bwakaw","Tagalog, Filipino","Jun Lana","Not nominated","E",NA,"","Bwakaw","Bwakaw","Movie",7.1,110,2012,370,"No"
"Q781689","tt2056501","85-2013","Poland","80 Million","Polish","Waldemar Krzystek","Not nominated","E",NA,"","80 Millions","80 milionów","Movie",6.6,102,2011,992,"No"
"Q4927836","tt1625155","85-2013","Portugal","Blood of My Blood","Portuguese","João Canijo","Not nominated","E",NA,"","Blood of My Blood","Sangue do Meu Sangue","Movie",7.3,131,2011,2049,"No"
"Q2990368","tt2318405","85-2013","Russia","White Tiger","Russian, German","Karen Shakhnazarov","Not nominated","E",NA,"","White Tiger","Belyy tigr","Movie",6.1,104,2012,4928,"No"
"Q7219190","tt2093153","85-2013","Serbia","When Day Breaks","Serbian","Goran Paskaljević","Not nominated","E",NA,"","Kad svane dan","Kad svane dan","Movie",6.9,95,2012,884,"No"
"Q4735698","tt2323453","85-2013","Singapore","Already Famous","Mandarin, Hokkien, Malay, English","Michelle Chong","Not nominated","E",NA,"","Already Famous","Yi Pao Er Hong","Movie",6.8,120,2011,75,"No"
"Q6726709","tt2292812","85-2013","Slovakia","Made in Ash","Slovak, German, Czech","Iveta Grófová","Not nominated","E",NA,"","Made in Ash","Az do mesta as","Movie",5.8,84,2012,86,"No"
"Q4660339","tt1956534","85-2013","Slovenia","A Trip","Slovene","Nejc Gazvoda","Not nominated","E",NA,"","A Trip","Izlet","Movie",6.6,85,2011,909,"No"
"Q6651230","tt2431308","85-2013","South Africa","Little One","Zulu, English","Darrell Roodt","Not nominated","E",NA,"","Little One","Little One","Movie",7.1,84,2013,104,"No"
"Q483197","tt2299842","85-2013","South Korea","Pietà","Korean","Kim Ki-duk","Not nominated","E",NA,"","Pieta","Pieta","Movie",7.1,103,2012,15859,"No"
"Q1589300","tt1854513","85-2013","Spain","Blancanieves","Silent (Intertitles in Spanish)","Pablo Berger","Not nominated","E",8,"2024-04-27","Blancanieves","Blancanieves","Movie",7.5,104,2012,11681,"Yes"
"Q7741216","tt1556243","85-2013","Sweden","The Hypnotist","Swedish","Lasse Hallström","Not nominated","E",NA,"","The Hypnotist","Hypnotisören","Movie",5.6,122,2012,8679,"No"
"Q429077","tt2368920","85-2013","Taiwan","Touch of the Light","Mandarin","Chang Jung-Chi","Not nominated","E",NA,"","Touch of the Light","Ni guang fei xiang","Movie",7.4,110,2012,1021,"No"
"Q5690022","tt1682186","85-2013","Thailand","Headshot","Thai","Pen-Ek Ratanaruang","Not nominated","E",NA,"","Headshot","Headshot","Movie",6.1,105,2011,1856,"No"
