"ItemTitle","IMDBid","Rating","Rated.Date"
"Children of Men","tt0206634","7","Rated on 14 Jul 2021"
"The Machinist","tt0361862","7","Rated on 14 Jul 2021"
"Hotel Rwanda","tt0395169","7","Rated on 14 Jul 2021"
"Donnie Darko","tt0246578","7","Rated on 14 Jul 2021"
"The Butterfly Effect","tt0289879","4","Rated on 14 Jul 2021"
"Gran Torino","tt1205489","6","Rated on 14 Jul 2021"
"Into the Wild","tt0758758","8","Rated on 14 Jul 2021"
"Sin City","tt0401792","5","Rated on 14 Jul 2021"
"Dead Poets Society","tt0097165","7","Rated on 14 Jul 2021"
"The Sixth Sense","tt0167404","8","Rated on 14 Jul 2021"
"V for Vendetta","tt0434409","6","Rated on 14 Jul 2021"
"Gone Girl","tt2267998","4","Rated on 14 Jul 2021"
"American History X","tt0120586","8","Rated on 14 Jul 2021"
"Kill Bill: Vol. 2","tt0378194","8","Rated on 14 Jul 2021"
"Kill Bill: Vol. 1","tt0266697","7","Rated on 14 Jul 2021"
"Shutter Island","tt1130884","4","Rated on 14 Jul 2021"
"The Lord of the Rings: The Two Towers","tt0167261","7","Rated on 14 Jul 2021"
"Knives Out","tt8946378","7","Rated on 14 Jul 2021"
"The Lion King","tt6105098","7","Rated on 14 Jul 2021"
"Justice League","tt0974015","3","Rated on 14 Jul 2021"
"Star Wars: Episode II - Attack of the Clones","tt0121765","3","Rated on 14 Jul 2021"
"Star Wars: Episode I - The Phantom Menace","tt0120915","3","Rated on 14 Jul 2021"
"Star Wars: Episode III - Revenge of the Sith","tt0121766","4","Rated on 14 Jul 2021"
"Star Wars: The Rise Of Skywalker","tt2527338","3","Rated on 14 Jul 2021"
"Star Wars: Episode VIII - The Last Jedi","tt2527336","3","Rated on 14 Jul 2021"
"Solo: A Star Wars Story","tt3778644","2","Rated on 14 Jul 2021"
"Rogue One: A Star Wars Story","tt3748528","8","Rated on 14 Jul 2021"
"Minions","tt2293640","4","Rated on 14 Jul 2021"
"Rush Hour 3","tt0293564","4","Rated on 14 Jul 2021"
"The Amazing Spider-Man","tt0948470","3","Rated on 14 Jul 2021"
"Aladdin","tt6139732","3","Rated on 14 Jul 2021"
"Spider-Man 3","tt0413300","3","Rated on 14 Jul 2021"
"The Fast and the Furious: Tokyo Drift","tt0463985","3","Rated on 14 Jul 2021"
"Harry Potter and the Deathly Hallows: Part 2","tt1201607","6","Rated on 14 Jul 2021"
"Man of Steel","tt0770828","4","Rated on 14 Jul 2021"
"Creed II","tt6343314","6","Rated on 14 Jul 2021"
"X2: X-Men United","tt0290334","4","Rated on 14 Jul 2021"
"A Quiet Place","tt6644200","6","Rated on 14 Jul 2021"
"Wonder Woman","tt0451279","7","Rated on 14 Jul 2021"
"Bad Boys for Life","tt1502397","6","Rated on 14 Jul 2021"
"Captain America: The First Avenger","tt0458339","3","Rated on 14 Jul 2021"
"Avengers: Infinity War","tt4154756","4","Rated on 14 Jul 2021"
"Deadpool 2","tt5463162","4","Rated on 14 Jul 2021"
"The Incredible Hulk","tt0800080","4","Rated on 14 Jul 2021"
"Captain America: Civil War","tt3498820","4","Rated on 14 Jul 2021"
"Iron Man","tt0371746","6","Rated on 14 Jul 2021"
"The Avengers","tt0848228","5","Rated on 14 Jul 2021"
"Spider-Man: Homecoming","tt2250912","6","Rated on 14 Jul 2021"
"Avengers: Age of Ultron","tt2395427","3","Rated on 14 Jul 2021"
"Thor: Ragnarok","tt3501632","8","Rated on 14 Jul 2021"
"Guardians of the Galaxy Vol. 2","tt3896198","4","Rated on 14 Jul 2021"
"The Matrix Revolutions","tt0242653","6","Rated on 14 Jul 2021"
"Creed","tt3076658","7","Rated on 14 Jul 2021"
"The Wolverine","tt1430132","4","Rated on 14 Jul 2021"
"Thor: The Dark World","tt1981115","6","Rated on 14 Jul 2021"
"Spider-Man","tt0145487","4","Rated on 14 Jul 2021"
"Bad Boys II","tt0172156","6","Rated on 14 Jul 2021"
"The Fate of the Furious","tt4630562","5","Rated on 14 Jul 2021"
"Ralph Breaks the Internet","tt5848272","5","Rated on 14 Jul 2021"
"Despicable Me 2","tt1690953","6","Rated on 14 Jul 2021"
"Jason Bourne","tt4196776","4","Rated on 14 Jul 2021"
"Bad Boys","tt0112442","6","Rated on 14 Jul 2021"
"Ice Age","tt0268380","6","Rated on 14 Jul 2021"
"War of the Worlds","tt0407304","3","Rated on 14 Jul 2021"
"The Fast and the Furious","tt0232500","6","Rated on 14 Jul 2021"
"Ready Player One","tt1677720","6","Rated on 14 Jul 2021"
"The Italian Job","tt0317740","6","Rated on 14 Jul 2021"
"Mission: Impossible III","tt0317919","6","Rated on 14 Jul 2021"
"Fast Five","tt1596343","5","Rated on 14 Jul 2021"
"Oblivion","tt1483013","6","Rated on 14 Jul 2021"
"Mission: Impossible II","tt0120755","4","Rated on 14 Jul 2021"
"Furious 6","tt1905041","4","Rated on 14 Jul 2021"
"Mission: Impossible - Fallout","tt4912910","7","Rated on 14 Jul 2021"
"Mission: Impossible","tt0117060","8","Rated on 14 Jul 2021"
"The Amazing Spider-Man 2","tt1872181","4","Rated on 14 Jul 2021"
"Iron Man 2","tt1228705","5","Rated on 14 Jul 2021"
"The A-Team","tt0429493","4","Rated on 14 Jul 2021"
"Incredibles 2","tt3606756","7","Rated on 14 Jul 2021"
"Bumblebee","tt4701182","5","Rated on 14 Jul 2021"
"Ant-Man and the Wasp","tt5095030","5","Rated on 14 Jul 2021"
"Get Smart","tt0425061","3","Rated on 14 Jul 2021"
"The Nice Guys","tt3799694","5","Rated on 14 Jul 2021"
"Minority Report","tt0181689","7","Rated on 14 Jul 2021"
"Pacific Rim","tt1663662","6","Rated on 14 Jul 2021"
"Elysium","tt1535108","3","Rated on 14 Jul 2021"
"This Means War","tt1596350","5","Rated on 14 Jul 2021"
"Tomorrow Never Dies","tt0120347","4","Rated on 14 Jul 2021"
"In Time","tt1637688","1","Rated on 14 Jul 2021"
"Transformers: Revenge of the Fallen","tt1055369","3","Rated on 14 Jul 2021"
"Edge of Tomorrow","tt1631867","4","Rated on 14 Jul 2021"
"Maze Runner: The Scorch Trials","tt4046784","4","Rated on 14 Jul 2021"
"Die Another Day","tt0246460","3","Rated on 14 Jul 2021"
"Transformers: Dark of the Moon","tt1399103","2","Rated on 14 Jul 2021"
"Iron Man Three","tt1300854","3","Rated on 14 Jul 2021"
"Salt","tt0944835","6","Rated on 14 Jul 2021"
"Rush Hour","tt0120812","7","Rated on 14 Jul 2021"
"The Matrix Reloaded","tt0234215","5","Rated on 14 Jul 2021"
"Furious 7","tt2820852","8","Rated on 14 Jul 2021"
"Horrible Bosses","tt1499658","2","Rated on 14 Jul 2021"
"Doctor Strange","tt1211837","2","Rated on 14 Jul 2021"
"Mission: Impossible - Rogue Nation","tt2381249","6","Rated on 14 Jul 2021"
"Ant-Man","tt0478970","5","Rated on 14 Jul 2021"
"Dawn of the Planet of the Apes","tt2103281","3","Rated on 14 Jul 2021"
"Looper","tt1276104","6","Rated on 14 Jul 2021"
"Jurassic World","tt0369610","3","Rated on 14 Jul 2021"
"Deadpool","tt1431045","2","Rated on 14 Jul 2021"
"Thor","tt0800369","2","Rated on 14 Jul 2021"
"RED","tt1245526","7","Rated on 14 Jul 2021"
"Neighbors","tt2004420","2","Rated on 14 Jul 2021"
"The Hobbit: The Battle of the Five Armies","tt2310332","4","Rated on 14 Jul 2021"
"Mission: Impossible - Ghost Protocol","tt1229238","7","Rated on 14 Jul 2021"
"The Divergent Series: Insurgent","tt2908446","5","Rated on 14 Jul 2021"
"The Fault in Our Stars","tt2582846","4","Rated on 14 Jul 2021"
"The Hobbit: An Unexpected Journey","tt0903624","3","Rated on 14 Jul 2021"
"Ted","tt1637725","6","Rated on 14 Jul 2021"
"Baby Driver","tt3890160","7","Rated on 14 Jul 2021"
"The Hobbit: The Desolation of Smaug","tt1170358","3","Rated on 14 Jul 2021"
"The Maze Runner","tt1790864","5","Rated on 14 Jul 2021"
"Passengers","tt1355644","2","Rated on 14 Jul 2021"
"Divergent","tt1840309","7","Rated on 14 Jul 2021"
"Now You See Me 2","tt3110958","5","Rated on 14 Jul 2021"
"Kingsman: The Golden Circle","tt4649466","6","Rated on 14 Jul 2021"
"Kingsman: The Secret Service","tt2802144","6","Rated on 14 Jul 2021"
"Pirates of the Caribbean: At World's End","tt0449088","4","Rated on 14 Jul 2021"
"Dear John","tt0989757","3","Rated on 14 Jul 2021"
"Taken","tt0936501","4","Rated on 14 Jul 2021"
"The Hunger Games: Mockingjay - Part 2","tt1951266","6","Rated on 14 Jul 2021"
"The Hunger Games: Mockingjay - Part 1","tt1951265","6","Rated on 14 Jul 2021"
"Casino Royale","tt0381061","9","Rated on 14 Jul 2021"
"To All the Boys I've Loved Before","tt3846674","7","Rated on 14 Jul 2021"
"The Hunger Games: Catching Fire","tt1951264","6","Rated on 14 Jul 2021"
"Limitless","tt1219289","7","Rated on 14 Jul 2021"
"27 Dresses","tt0988595","2","Rated on 14 Jul 2021"
"Up in the Air","tt1193138","8","Rated on 14 Jul 2021"
"Step Up","tt0462590","6","Rated on 14 Jul 2021"
"American Hustle","tt1800241","6","Rated on 14 Jul 2021"
"P.S. I Love You","tt0431308","4","Rated on 14 Jul 2021"
"Adventureland","tt1091722","3","Rated on 14 Jul 2021"
"The Phantom of the Opera","tt0293508","5","Rated on 14 Jul 2021"
"50/50","tt1306980","7","Rated on 14 Jul 2021"
"Ocean's Thirteen","tt0496806","5","Rated on 14 Jul 2021"
"I, Robot","tt0343818","2","Rated on 14 Jul 2021"
"Seven Pounds","tt0814314","3","Rated on 14 Jul 2021"
"A Walk to Remember","tt0281358","6","Rated on 14 Jul 2021"
"Hancock","tt0448157","2","Rated on 14 Jul 2021"
"Anchorman: The Legend of Ron Burgundy","tt0357413","2","Rated on 14 Jul 2021"
"The Greatest Showman","tt1485796","2","Rated on 14 Jul 2021"
"Zodiac","tt0443706","3","Rated on 14 Jul 2021"
"Cinderella Man","tt0352248","5","Rated on 14 Jul 2021"
"Ocean's Twelve","tt0349903","5","Rated on 14 Jul 2021"
"Hidden Figures","tt4846340","8","Rated on 14 Jul 2021"
"Blood Diamond","tt0450259","5","Rated on 14 Jul 2021"
"I Am Legend","tt0480249","5","Rated on 14 Jul 2021"
"The Pursuit of Happyness","tt0454921","7","Rated on 14 Jul 2021"
"Kate & Leopold","tt0035423","3","Rated on 14 Jul 2021"
"The Hangover","tt1119646","3","Rated on 14 Jul 2021"
"Zombieland","tt1156398","3","Rated on 14 Jul 2021"
"About Time","tt2194499","2","Rated on 14 Jul 2021"
"Life of Pi","tt0454876","5","Rated on 14 Jul 2021"
"Moneyball","tt1210166","6","Rated on 14 Jul 2021"
"Now You See Me","tt1670345","5","Rated on 14 Jul 2021"
"Me, Myself & Irene","tt0183505","3","Rated on 14 Jul 2021"
"Knocked Up","tt0478311","5","Rated on 14 Jul 2021"
"Larry Crowne","tt1583420","4","Rated on 14 Jul 2021"
"Pirates of the Caribbean: The Curse of the Black Pearl","tt0325980","5","Rated on 14 Jul 2021"
"Pride & Prejudice","tt0414387","7","Rated on 14 Jul 2021"
"Definitely, Maybe","tt0832266","4","Rated on 14 Jul 2021"
"The American President","tt0112346","5","Rated on 14 Jul 2021"
"Superbad","tt0829482","3","Rated on 14 Jul 2021"
"The Proposal","tt1041829","6","Rated on 14 Jul 2021"
"127 Hours","tt1542344","6","Rated on 14 Jul 2021"
"Step Brothers","tt0838283","2","Rated on 14 Jul 2021"
"What Women Want","tt0207201","3","Rated on 14 Jul 2021"
"Catch Me If You Can","tt0264464","7","Rated on 14 Jul 2021"
"Sully","tt3263904","6","Rated on 14 Jul 2021"
"Turner & Hooch","tt0098536","5","Rated on 14 Jul 2021"
"Remember the Titans","tt0210945","6","Rated on 14 Jul 2021"
"Charlie Wilson's War","tt0472062","5","Rated on 14 Jul 2021"
"Julie & Julia","tt1135503","6","Rated on 14 Jul 2021"
"Captain Phillips","tt1535109","6","Rated on 14 Jul 2021"
"The Da Vinci Code","tt0382625","5","Rated on 14 Jul 2021"
"Saving Mr. Banks","tt2140373","8","Rated on 14 Jul 2021"
"Sabrina","tt0114319","5","Rated on 14 Jul 2021"
"The 40-Year-Old Virgin","tt0405422","3","Rated on 14 Jul 2021"
"My Best Friend's Wedding","tt0119738","4","Rated on 14 Jul 2021"
"Talladega Nights: The Ballad of Ricky Bobby","tt0415306","3","Rated on 14 Jul 2021"
"The Terminal","tt0362227","6","Rated on 14 Jul 2021"
"Transformers","tt0418279","5","Rated on 14 Jul 2021"
"Liar Liar","tt0119528","6","Rated on 14 Jul 2021"
"Big Fish","tt0319061","4","Rated on 14 Jul 2021"
"Sweet Home Alabama","tt0256415","6","Rated on 14 Jul 2021"
"Despicable Me","tt1323594","6","Rated on 14 Jul 2021"
"Tropic Thunder","tt0942385","4","Rated on 14 Jul 2021"
"Bridget Jones: The Edge of Reason","tt0317198","4","Rated on 14 Jul 2021"
"Mamma Mia!","tt0795421","7","Rated on 14 Jul 2021"
"Pitch Perfect 2","tt2848292","5","Rated on 14 Jul 2021"
"Cars","tt0317219","4","Rated on 14 Jul 2021"
"Empire Records","tt0112950","5","Rated on 14 Jul 2021"
"500 Days of Summer","tt1022603","6","Rated on 14 Jul 2021"
"Monsters University","tt1453405","5","Rated on 14 Jul 2021"
"Sydney White","tt0815244","4","Rated on 14 Jul 2021"
"Ocean's Eleven","tt0240772","7","Rated on 14 Jul 2021"
"Shaun of the Dead","tt0365748","6","Rated on 14 Jul 2021"
"Wedding Crashers","tt0396269","5","Rated on 14 Jul 2021"
"Men in Black 3","tt1409024","5","Rated on 14 Jul 2021"
"Garden State","tt0333766","6","Rated on 14 Jul 2021"
"The Perks of Being a Wallflower","tt1659337","5","Rated on 14 Jul 2021"
"Serendipity","tt0240890","5","Rated on 14 Jul 2021"
"Rush Hour 2","tt0266915","6","Rated on 14 Jul 2021"
"Hitch","tt0386588","4","Rated on 14 Jul 2021"
"Grosse Pointe Blank","tt0119229","6","Rated on 14 Jul 2021"
"Fantastic Beasts: The Crimes of Grindelwald","tt4123430","4","Rated on 14 Jul 2021"
"Cast Away","tt0162222","7","Rated on 14 Jul 2021"
"Maleficent","tt1587310","5","Rated on 14 Jul 2021"
"Shrek 2","tt0298148","6","Rated on 14 Jul 2021"
"GoldenEye","tt0113189","5","Rated on 14 Jul 2021"
"Pretty Woman","tt0100405","7","Rated on 14 Jul 2021"
"Men in Black II","tt0120912","5","Rated on 14 Jul 2021"
"Forgetting Sarah Marshall","tt0800039","6","Rated on 14 Jul 2021"
"The Hunger Games","tt1392170","6","Rated on 14 Jul 2021"
"The Mummy Returns","tt0209163","4","Rated on 14 Jul 2021"
"Harry Potter and the Deathly Hallows: Part 1","tt0926084","6","Rated on 14 Jul 2021"
"Harry Potter and the Order of the Phoenix","tt0373889","6","Rated on 14 Jul 2021"
"Harry Potter and the Prisoner of Azkaban","tt0304141","6","Rated on 14 Jul 2021"
"Harry Potter and the Chamber of Secrets","tt0295297","6","Rated on 14 Jul 2021"
"Cinderella","tt1661199","4","Rated on 14 Jul 2021"
"Pitch Perfect","tt1981677","5","Rated on 14 Jul 2021"
"Harry Potter and the Goblet of Fire","tt0330373","6","Rated on 14 Jul 2021"
"Air Force One","tt0118571","6","Rated on 14 Jul 2021"
"Romancing the Stone","tt0088011","5","Rated on 14 Jul 2021"
"The Last Starfighter","tt0087597","5","Rated on 14 Jul 2021"
"American Pie","tt0163651","4","Rated on 14 Jul 2021"
"Miss Congeniality","tt0212346","7","Rated on 14 Jul 2021"
"Bend It Like Beckham","tt0286499","5","Rated on 14 Jul 2021"
"St. Elmo's Fire","tt0090060","6","Rated on 14 Jul 2021"
"Meet the Parents","tt0212338","5","Rated on 14 Jul 2021"
"She's the Man","tt0454945","4","Rated on 14 Jul 2021"
"Ace Ventura: Pet Detective","tt0109040","4","Rated on 14 Jul 2021"
"Harry Potter and the Sorcerer's Stone","tt0241527","6","Rated on 14 Jul 2021"
"Zoolander","tt0196229","5","Rated on 14 Jul 2021"
"Sleepless in Seattle","tt0108160","5","Rated on 14 Jul 2021"
"Never Been Kissed","tt0151738","4","Rated on 14 Jul 2021"
"Harry Potter and the Half-Blood Prince","tt0417741","6","Rated on 14 Jul 2021"
"That Thing You Do!","tt0117887","6","Rated on 14 Jul 2021"
"You've Got Mail","tt0128853","7","Rated on 14 Jul 2021"
"Easy A","tt1282140","6","Rated on 14 Jul 2021"
"The Blues Brothers","tt0080455","6","Rated on 14 Jul 2021"
"The Witches of Eastwick","tt0094332","4","Rated on 14 Jul 2021"
"The Mask","tt0110475","7","Rated on 14 Jul 2021"
"The Sisterhood of the Traveling Pants","tt0403508","6","Rated on 14 Jul 2021"
"Wet Hot American Summer","tt0243655","6","Rated on 14 Jul 2021"
"17 Again","tt0974661","5","Rated on 14 Jul 2021"
"The Mummy","tt0120616","4","Rated on 14 Jul 2021"
"Mars Attacks!","tt0116996","7","Rated on 14 Jul 2021"
"The Karate Kid Part II","tt0091326","6","Rated on 14 Jul 2021"
"Twister","tt0117998","5","Rated on 14 Jul 2021"
"Teen Wolf","tt0090142","3","Rated on 14 Jul 2021"
"National Treasure","tt0368891","6","Rated on 14 Jul 2021"
"Father of the Bride","tt0101862","6","Rated on 14 Jul 2021"
"Sister Act","tt0105417","6","Rated on 14 Jul 2021"
"The Waterboy","tt0120484","4","Rated on 14 Jul 2021"
"Weird Science","tt0090305","4","Rated on 14 Jul 2021"
"City Slickers","tt0101587","4","Rated on 14 Jul 2021"
"Billy Madison","tt0112508","4","Rated on 14 Jul 2021"
"Planes, Trains & Automobiles","tt0093748","6","Rated on 14 Jul 2021"
"Pretty in Pink","tt0091790","6","Rated on 14 Jul 2021"
"Sixteen Candles","tt0088128","6","Rated on 14 Jul 2021"
"The Love Bug","tt0064603","4","Rated on 14 Jul 2021"
"Miracle on 34th Street","tt0110527","5","Rated on 14 Jul 2021"
"Horton Hears a Who!","tt0451079","5","Rated on 14 Jul 2021"
"The Addams Family","tt0101272","6","Rated on 14 Jul 2021"
"White Christmas","tt0047673","5","Rated on 14 Jul 2021"
"The Tigger Movie","tt0220099","4","Rated on 14 Jul 2021"
"Escape to Witch Mountain","tt0072951","5","Rated on 14 Jul 2021"
"Crocodile Dundee","tt0090555","5","Rated on 14 Jul 2021"
"Super Troopers","tt0247745","5","Rated on 14 Jul 2021"
"Secretariat","tt1028576","7","Rated on 14 Jul 2021"
"Bring It On","tt0204946","4","Rated on 14 Jul 2021"
"Black Beauty","tt0109279","5","Rated on 14 Jul 2021"
"Follow That Bird","tt0089994","4","Rated on 14 Jul 2021"
"Practical Magic","tt0120791","5","Rated on 14 Jul 2021"
"Caddyshack","tt0080487","6","Rated on 14 Jul 2021"
"Joe Dirt","tt0245686","3","Rated on 14 Jul 2021"
"Hairspray","tt0427327","6","Rated on 14 Jul 2021"
"Big","tt0094737","7","Rated on 14 Jul 2021"
"Addams Family Values","tt0106220","6","Rated on 14 Jul 2021"
"Three Amigos!","tt0092086","5","Rated on 14 Jul 2021"
"Bill & Ted's Excellent Adventure","tt0096928","5","Rated on 14 Jul 2021"
"Little Nemo: Adventures in Slumberland","tt0104740","6","Rated on 14 Jul 2021"
"Free Willy","tt0106965","6","Rated on 14 Jul 2021"
"Short Circuit","tt0091949","6","Rated on 14 Jul 2021"
"A Mighty Wind","tt0310281","8","Rated on 14 Jul 2021"
"My Cousin Vinny","tt0104952","5","Rated on 14 Jul 2021"
"Frosty the Snowman","tt0064349","5","Rated on 14 Jul 2021"
"Shiloh","tt0120118","6","Rated on 14 Jul 2021"
"The Rocketeer","tt0102803","6","Rated on 14 Jul 2021"
"Fly Away Home","tt0116329","6","Rated on 14 Jul 2021"
"The Three Musketeers","tt0108333","4","Rated on 14 Jul 2021"
"Mystery Men","tt0132347","5","Rated on 14 Jul 2021"
"D2: The Mighty Ducks","tt0109520","5","Rated on 14 Jul 2021"
"The Rescuers","tt0076618","5","Rated on 14 Jul 2021"
"Rookie of the Year","tt0107985","6","Rated on 14 Jul 2021"
"The Pagemaster","tt0110763","6","Rated on 14 Jul 2021"
"The Mighty Ducks","tt0104868","7","Rated on 14 Jul 2021"
"Santa Claus Is Comin' to Town","tt0066327","6","Rated on 14 Jul 2021"
"Uncle Buck","tt0098554","6","Rated on 14 Jul 2021"
"Swiss Family Robinson","tt0054357","6","Rated on 14 Jul 2021"
"Austin Powers: The Spy Who Shagged Me","tt0145660","5","Rated on 14 Jul 2021"
"Dumb and Dumber","tt0109686","5","Rated on 14 Jul 2021"
"Stranger Than Fiction","tt0420223","7","Rated on 14 Jul 2021"
"FernGully: The Last Rainforest","tt0104254","7","Rated on 14 Jul 2021"
"Austin Powers in Goldmember","tt0295178","4","Rated on 14 Jul 2021"
"My Big Fat Greek Wedding","tt0259446","7","Rated on 14 Jul 2021"
"The Parent Trap","tt0055277","7","Rated on 14 Jul 2021"
"Interview with the Vampire: The Vampire Chronicles","tt0110148","4","Rated on 14 Jul 2021"
"Austin Powers: International Man of Mystery","tt0118655","5","Rated on 14 Jul 2021"
"There's Something About Mary","tt0129387","5","Rated on 14 Jul 2021"
"Best in Show","tt0218839","7","Rated on 14 Jul 2021"
"The Indian in the Cupboard","tt0113419","4","Rated on 14 Jul 2021"
"50 First Dates","tt0343660","5","Rated on 14 Jul 2021"
"Angels in the Outfield","tt0109127","6","Rated on 14 Jul 2021"
"Big Daddy","tt0142342","5","Rated on 14 Jul 2021"
"Old Yeller","tt0050798","6","Rated on 14 Jul 2021"
"Stardust","tt0486655","6","Rated on 14 Jul 2021"
"Splash","tt0088161","4","Rated on 14 Jul 2021"
"Small Soldiers","tt0122718","4","Rated on 14 Jul 2021"
"The Great Mouse Detective","tt0091149","7","Rated on 14 Jul 2021"
"Tangled","tt0398286","6","Rated on 14 Jul 2021"
"Toy Story 2","tt0120363","6","Rated on 14 Jul 2021"
"The Brave Little Toaster","tt0092695","7","Rated on 14 Jul 2021"
"Charlotte's Web","tt0413895","5","Rated on 14 Jul 2021"
"How the Grinch Stole Christmas","tt0170016","4","Rated on 14 Jul 2021"
"An American Tail: Fievel Goes West","tt0101329","6","Rated on 14 Jul 2021"
"Antz","tt0120587","4","Rated on 14 Jul 2021"
"Field of Dreams","tt0097351","6","Rated on 14 Jul 2021"
"Oliver & Company","tt0095776","6","Rated on 14 Jul 2021"
"All Dogs Go to Heaven","tt0096787","4","Rated on 14 Jul 2021"
"Muppet Treasure Island","tt0117110","6","Rated on 14 Jul 2021"
"Pete's Dragon","tt0076538","4","Rated on 14 Jul 2021"
"The Adventures of Milo and Otis","tt0097050","6","Rated on 14 Jul 2021"
"An American Tail","tt0090633","7","Rated on 14 Jul 2021"
