"AwardCeremony","FilmID","FilmName","Year","Rated","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Service","AFISilver","Theater","Watchlist","Nominations","Losses","Wins"
"56-1984","tt0083922","Fanny and Alexander",1982,"R","188 min","Drama","Ingmar Bergman","Ingmar Bergman","Bertil Guve, Pernilla Allwin, Kristina Adolphson","Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.","Swedish, German, Yiddish, English, French","Sweden, France, West Germany","Won 4 Oscars. 25 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","100","8.1","62,230","tt0083922","movie",NA,NA,NA,NA,"8.1/10","100/100","100%",10,"2022-02-21",NA,NA,NA,NA,6,2,4
"56-1984","tt0084589","The Return of Martin Guerre",1982,"Not Rated","112 min","Biography, Crime, Drama","Daniel Vigne","Jean-Claude Carrière, Janet Lewis, Daniel Vigne","Gérard Depardieu, Nathalie Baye, Maurice Barrier","In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army.","French","France","Nominated for 1 Oscar. 6 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BZDY1NDY4NGEtYWQ5Yy00NTE0LTg0YWMtZTM3YzU4NjM3M2FkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","N/A","7.4","4,348","tt0084589","movie",NA,NA,NA,NA,"7.4/10",NA,"100%",NA,NA,"Prime Rentals",NA,NA,"Y",1,1,0
"56-1984","tt0084591","Reuben, Reuben",1983,"R","101 min","Comedy, Drama, Romance","Robert Ellis Miller","Peter De Vries, Herman Shumlin, Julius J. Epstein","Tom Conti, Kelly McGillis, Roberts Blossom","A drunken Scottish poet, who has not written a word in years, feels compelled to regain control of his life and work after meeting a beautiful young woman.","English","United States","Nominated for 2 Oscars. 2 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BYzc5ZDliMzYtYjEyNy00ZWU5LTg4NjgtNzM2YjJjZjY4OGNhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg","N/A","7.1","1,211","tt0084591","movie",NA,NA,NA,NA,"7.1/10",NA,"100%",NA,NA,NA,NA,NA,"Y",2,2,0
"56-1984","tt0085213","Le bal",1983,"N/A","109 min","History, Musical","Ettore Scola","Jean-Claude Penchenat, Ruggero Maccari, Furio Scarpelli","Étienne Guichard, Régis Bouquet, Francesco De Rosa","Dance moves, music and fashion mark the passage of time inside a Paris dance hall, throughout fifty years of history.","None","France, Italy, Algeria","Nominated for 1 Oscar. 10 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BZTE0M2FhMjQtYmM3Yi00YTZiLTk3Y2MtYjg1YThmZDRhYzRlXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg","N/A","7.7","2,725","tt0085213","movie",NA,NA,NA,NA,"7.7/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085234","Betrayal",1983,"R","95 min","Drama, Thriller","David Hugh Jones","Harold Pinter","Jeremy Irons, Ben Kingsley, Patricia Hodge","An affair between a literary agent and his best friend's wife. The story unfolds in reverse-chronological order.","English","United Kingdom","Nominated for 1 Oscar. 3 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMjMzZTIxNGEtNGViMS00ZGEzLTk4MTUtNDhiYzBmOTIzOWNkXkEyXkFqcGdeQXVyNTEwNDY2MjU@._V1_SX300.jpg","N/A","7.1","1,580","tt0085234","movie",NA,NA,NA,NA,"7.1/10",NA,"86%",NA,NA,NA,NA,NA,"Y",1,1,0
"56-1984","tt0085244","The Big Chill",1983,"R","105 min","Comedy, Drama","Lawrence Kasdan","Lawrence Kasdan, Barbara Benedek","Tom Berenger, Glenn Close, Jeff Goldblum","A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.","English","United States","Nominated for 3 Oscars. 3 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BMTA4MjEyMTk5NzheQTJeQWpwZ15BbWU4MDY1NDA1MTAx._V1_SX300.jpg","61","7.2","35,962","tt0085244","movie",NA,NA,NA,NA,"7.2/10","61/100","69%",6,"2021-07-09",NA,NA,NA,NA,3,3,0
"56-1984","tt0085255","Blue Thunder",1983,"R","109 min","Action, Crime, Drama","John Badham","Dan O'Bannon, Don Jakoby, Dean Riesner","Roy Scheider, Warren Oates, Candy Clark","The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.","English","United States","Nominated for 1 Oscar. 1 win & 3 nominations total","https://m.media-amazon.com/images/M/MV5BMmVmNWIzNWQtYmMwOC00MTc1LTkxN2UtNzhlYjg5YjZjMzA4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","66","6.4","20,448","tt0085255","movie",NA,NA,NA,NA,"6.4/10","66/100","78%",NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085297","Carmen",1983,"R","102 min","Drama, Music, Romance","Carlos Saura","Prosper Mérimée, Carlos Saura, Antonio Gades","Antonio Gades, Laura del Sol, Paco de Lucía","A group of flamenco dancers are rehearsing a very Spanish version of Bizet's dramatization of Prosper Merimee's novella Carmen. The choreographer Antonio falls in love with Carmen, the main dancer. Their story then turns similar to t","Spanish","Spain","Nominated for 1 Oscar. 9 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BZDg1OGMwYjYtMGQ1MS00NzY5LWIxZGEtZTM5YzBkYTQwMjE4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","N/A","7.6","3,109","tt0085297","movie",NA,NA,NA,NA,"7.6/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085329","Children of Darkness",1983,"N/A","57 min","Documentary","Ara Chekmayan, Richard Kotuk","Ara Chekmayan, Richard Kotuk","Peter Thomas, Richard Kotuk, John Brooks","A significant number of American children and teenagers - from all social backgrounds - suffer from mental disorders, schizophrenia, autism and emotional problems, leading them to isolation from society while treating their issues in","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNGM0NjU1NmQtN2NhNC00ZTZiLWIwMTEtM2M4N2IwYjcwNWVlXkEyXkFqcGdeQXVyNzQ1NDIxMDQ@._V1_SX300.jpg","N/A","8.0","382","tt0085329","movie",NA,NA,NA,NA,"8.0/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085370","Entre Nous",1983,"PG","110 min","Biography, Drama, War","Diane Kurys","Diane Kurys, Alain Le Henry","Miou-Miou, Isabelle Huppert, Guy Marchand","A Jewish refugee marries a soldier to escape deportation to Germany. Meanwhile a wealthy art student loses her first husband to a stray Resistance bullet; at the Liberation she meets an actor, gets pregnant, and marries him.","French, English","France","Nominated for 1 Oscar. 2 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BNDE2ZjA1OGUtMGZmYi00NTIzLTg2YjQtZDRiNDE1Mzc1MzQ0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg","N/A","7.1","1,850","tt0085370","movie",NA,NA,NA,NA,"7.1/10",NA,"100%",NA,NA,"Prime Rentals",NA,NA,"Y",1,1,0
"56-1984","tt0085380","Cross Creek",1983,"PG","127 min","Biography, Drama, Romance","Martin Ritt","Marjorie Kinnan Rawlings, Dalene Young","Mary Steenburgen, Rip Torn, Peter Coyote","In 1930's Marjorie Kinnan Rawlings moves to Florida's backwaters to write in peace. She feels bothered by affectionate men, editor and confused neighbors, but soon she connects and writes The Yearling, a classic of American literatur","English","United States","Nominated for 4 Oscars. 2 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMzZhZGEwYjEtOGVjMi00MmE0LTlmZWUtYzFjOWNiM2JkZTlmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","N/A","7.0","1,810","tt0085380","movie",NA,NA,NA,NA,"7.0/10",NA,"56%",NA,NA,NA,NA,NA,NA,4,4,0
"56-1984","tt0085461","The Dresser",1983,"PG","118 min","Drama","Peter Yates","Ronald Harwood","Albert Finney, Tom Courtenay, Edward Fox","Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.","English","United Kingdom","Nominated for 5 Oscars. 5 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BYzc5NmIxNjItN2NjZC00Yzc2LWJjZDQtMjM2OWQwZDIzZmI2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","7.6","5,166","tt0085461","movie",NA,NA,NA,NA,"7.6/10",NA,"100%",NA,NA,"Prime",NA,NA,"Y",4,4,0
"56-1984","tt0085478","Educating Rita",1983,"PG","110 min","Comedy, Drama","Lewis Gilbert","Willy Russell","Michael Caine, Julie Walters, Michael Williams","An alcoholic professor has been hired by a working-class girl for higher education.","English","United Kingdom","Nominated for 3 Oscars. 6 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BNTI1NjA3ODMtYTM0ZC00ZGEzLWE0OWEtMDgwOTQ2NjhhYjFjXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg","52","7.2","13,702","tt0085478","movie",NA,NA,NA,NA,"7.2/10","52/100","80%",NA,NA,NA,NA,NA,"Y",3,3,0
"56-1984","tt0085544","First Contact",1982,"N/A","58 min","Documentary","Robin Anderson, Bob Connolly","N/A","Richard Oxenburgh, Daniel Leahy, Mick Leahy","This documentary presents footage of the first contact between the highland tribes of Papua New Guinea, and European explorers. In the 1930s three Australian's, Michael, Daniel and James Leahy were the first white people to venture i","English","Australia, Canada, United States","Nominated for 1 Oscar. 1 win & 3 nominations total","https://m.media-amazon.com/images/M/MV5BMzhmMzViMzUtY2U2Mi00MTBlLWFjMTUtMWUwMmJlYThlNzc5L2ltYWdlXkEyXkFqcGdeQXVyMTIxNTU2ODM@._V1_SX300.jpg","N/A","7.7","239","tt0085544","movie",NA,NA,NA,NA,"7.7/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085548","Flamenco at 5:15",1983,"N/A","29 min","Documentary, Short","Cynthia Scott","N/A","Susana Robledo, Antonio Robledo, Rita Bozi","For a few weeks each year, in the depths of winter, senior students at the National Ballet School of Canada are treated to a style of dance that is unlike any other - flamenco.","English","Canada","Won 1 Oscar. 2 wins total","https://m.media-amazon.com/images/M/MV5BMTQ5MDMxNzk3OF5BMl5BanBnXkFtZTcwMzU2MTQyMQ@@._V1_SX300.jpg","N/A","7.0","177","tt0085548","movie",NA,NA,NA,NA,"7.0/10",NA,NA,NA,NA,"Prime Rentals",NA,NA,NA,1,0,1
"56-1984","tt0085549","Flashdance",1983,"R","95 min","Drama, Music, Romance","Adrian Lyne","Thomas Hedley Jr., Joe Eszterhas","Jennifer Beals, Michael Nouri, Lilia Skala","A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.","English","United States","Won 1 Oscar. 11 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BMjA5NjE2OTUxOF5BMl5BanBnXkFtZTgwNDE1NDIxMDE@._V1_SX300.jpg","39","6.2","51,357","tt0085549","movie",NA,NA,NA,NA,"6.2/10","39/100","38%",7,"2021-07-09",NA,NA,NA,NA,3,3,0
"56-1984","tt0085613","Goodie-Two-Shoes",1984,"N/A","35 min","Short, Romance","Ian Emes","Ian Emes","Michael Waterman, Ann-Marie Gwatkin, Steve Sweeney","A teacher volunteers a group of misfit students to take a new dance class including a goodie-two-shoes and his bully. Awkwardness, friendship, competition, and romance follows.","English","United Kingdom","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BODNiNDBlMDQtYWM3My00ZDg3LThmNzUtNDI3YmFmNmI1YzcyXkEyXkFqcGdeQXVyNzY4NDM3MA@@._V1_SX300.jpg","N/A","6.7","19","tt0085613","movie",NA,NA,NA,NA,"6.7/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085655","He Makes Me Feel Like Dancin'",1983,"N/A","51 min","Documentary, Family","Emile Ardolino","N/A","Jacques d'Amboise, Judy Collins, Kevin Kline","Jacques d'Amboise, a noted former American ballet star who had dancing roles in such films as Seven Brides for Seven Brothers (1954) and Carousel (1956), and who later became a New York dancing instructor.","English","United States","Won 1 Oscar. 5 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTk0NTIxNDM1NF5BMl5BanBnXkFtZTcwODEzODkxMQ@@._V1_SX300.jpg","N/A","6.4","114","tt0085655","movie",NA,NA,NA,NA,"6.4/10",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"56-1984","tt0085656","Heart Like a Wheel",1983,"PG","113 min","Biography, Drama, Romance","Jonathan Kaplan","Ken Friedman, Joan McCall, David E. Peckinpah","Bonnie Bedelia, Beau Bridges, Bruce Barlow","Shirley Muldowney is determined to be a top-fuel drag racer, although no woman has ever raced them before. Despite the high risks of this kind of racing and the burden it places on her family life, she perseveres in her dream.","English","United States","Nominated for 1 Oscar. 4 nominations total","https://m.media-amazon.com/images/M/MV5BMWYzNDc0NzQtNzdmZC00YTIwLWI5YzctODgxMDZiNjI1MDRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","74","6.8","1,405","tt0085656","movie",NA,NA,NA,NA,"6.8/10","74/100","100%",NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085714","Ihr zent frei",1983,"N/A","20 min","Documentary, Short","Dea Brokman, Ilene Landis","N/A","N/A","Five former U.S. Servicemen and a prison camp survivor give accounts of the liberation of the Nazi concentration camps in 1945.","German, French, English","West Germany, Canada, United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNTI5NDgwNjg2MV5BMl5BanBnXkFtZTcwMzYxMjUxMQ@@._V1_SX300.jpg","N/A","7.3","14","tt0085714","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085722","In the Nuclear Shadow: What Can the Children Tell Us?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085767","The Revolt of Job",1983,"N/A","98 min","Drama","Imre Gyöngyössy, Barna Kabay","Imre Gyöngyössy, Katalin Gyöngyössy, Barna Kabay","Hédi Temessy, Ferenc Zenthe, Gábor Fehér","An elderly Jewish couple, adopt an unruly non-Jewish child to whom they intend to pass on their wealth and knowledge before Nazi oppression engulfs Hungary.","Hungarian","Hungary","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BM2Y5MDg2ZTMtY2Y5Mi00MmM1LThjYzUtYzc2Njg3NmZlM2QzXkEyXkFqcGdeQXVyNzA1OTk3Mw@@._V1_SX300.jpg","N/A","7.6","595","tt0085767","movie",NA,NA,NA,NA,"7.6/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0085936","Mickey's Christmas Carol",1983,"G","26 min","Animation, Short, Comedy","Burny Mattinson","Charles Dickens, Burny Mattinson, Tony Marino","Alan Young, Wayne Allwine, Hal Smith","The classic Disney animated characters play the roles in this animated retelling of the Charles Dickens masterpiece.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BOTM5MjI3NjUtY2Y4NC00ZTEzLTgyMmEtMzNkMjAzMmQ4NzhmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg","N/A","8.0","12,428","tt0085936","movie",NA,NA,NA,NA,"8.0/10",NA,"100%",7,"2021-12-07",NA,NA,NA,NA,1,1,0
"56-1984","tt0086005","Never Cry Wolf",1983,"PG","105 min","Adventure, Drama","Carroll Ballard","Farley Mowat, Curtis Hanson, Sam Hamm","Charles Martin Smith, Brian Dennehy, Zachary Ittimangnaq","A government researcher, sent to research the ""menace"" of wolves in the north, learns about the true beneficial and positive nature of the species.","English, Inuktitut","United States","Nominated for 1 Oscar. 4 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BYmMyMDI1NzctZGUzZi00MDg5LWJkMmItYWM1MzM3M2M0Njk3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","N/A","7.5","8,065","tt0086005","movie",NA,NA,NA,NA,"7.5/10",NA,"100%",NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0086067","Overnight Sensation",1984,"TV-PG","28 min","Short, Drama","Jon Bloom","Craig Buck, W. Somerset Maugham","Louise Fletcher, Robert Loggia, Shari Belafonte","After housewife Eve Peregrine writes a sudden hit novel, her husband George, a successful fashion photographer, finds it difficult to deal with the attention being showered on her. His difficulty in getting through the book increases","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMjExNzc1MjE5Ml5BMl5BanBnXkFtZTgwMzU0ODk1MDE@._V1_SX300.jpg","N/A","7.2","42","tt0086067","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0086147","The Profession of Arms",1983,"N/A","57 min","Documentary","Michael Bryans, Tina Viljoen","Gwynne Dyer","Gwynne Dyer","Professional soldiers from six different nations discuss their combat experiences, job demands, and the effects of new technology.","N/A","Canada","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","7.4","29","tt0086147","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0086190","Star Wars: Episode VI - Return of the Jedi",1983,"PG","131 min","Action, Adventure, Fantasy","Richard Marquand","Lawrence Kasdan, George Lucas","Mark Hamill, Harrison Ford, Carrie Fisher","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's tr","English","United States","Won 1 Oscar. 23 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","58","8.3","1,004,735","tt0086190","movie",NA,NA,NA,NA,"8.3/10","58/100","82%",6,"2022-05-09",NA,"Y",NA,NA,4,4,0
"56-1984","tt0086197","The Right Stuff",1983,"PG","193 min","Adventure, Biography, Drama","Philip Kaufman","Philip Kaufman, Tom Wolfe","Sam Shepard, Scott Glenn, Ed Harris","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers prefe","English, Russian","United States","Won 4 Oscars. 11 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","91","7.8","60,151","tt0086197","movie",NA,NA,NA,NA,"7.8/10","91/100","96%",8,"2021-07-09",NA,NA,NA,NA,8,4,4
"56-1984","tt0086273","Seeing Red",1983,"N/A","100 min","Documentary, History","Jim Klein, Julia Reichert","N/A","Oscar Hunter, Rose Podmaka, Sylvia Woods","A unique documentary that looks at the political activities of the American Communist Party in the early to mid-twentieth century.","English","United States","Nominated for 1 Oscar. 1 win & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTI2NzU5ODQzM15BMl5BanBnXkFtZTcwNjM2MTgxMQ@@._V1_SX300.jpg","N/A","7.4","149","tt0086273","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0086291","Sewing Woman",1982,"N/A","14 min","Documentary, Short","Arthur Dong","Lorraine Dong","Lisa Lu, Zem Ping Dong","Sewing Woman chronicles the bittersweet journey of one woman's determination to survive: from an arranged marriage in old China to working class comforts in modern America. Produced over 18 years ago, this classic film continues to s","English","United States","Nominated for 1 Oscar. 4 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BNmZmNjg1NmUtNjU2Ni00Y2I0LWE1YmItYmQzMjZlMGE2NjUyXkEyXkFqcGdeQXVyNDIxNDQxMTE@._V1_SX300.jpg","N/A","6.6","41","tt0086291","movie",NA,NA,NA,NA,"6.6/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"56-1984","tt0086312","Silkwood",1983,"R","131 min","Biography, Drama, History","Mike Nichols","Nora Ephron, Alice Arlen","Meryl Streep, Kurt Russell, Cher","A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.","English","United States","Nominated for 5 Oscars. 2 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BMGQ0N2U0YzMtNWIxYi00NWVhLWI3OTYtNTE5YjU0YTQwMGYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","64","7.2","19,737","tt0086312","movie",NA,NA,NA,NA,"7.2/10","64/100","76%",NA,NA,NA,NA,NA,"Y",5,5,0
"56-1984","tt0086344","Sound of Sunshine - Sound of Rain",1983,"N/A","15 min","Animation, Short","Caroline Heyward","Dorothy Middleton, Eda Godel Hallinan, Florence Parry Heide","Damon Hines, Jimmy Arone, Lisa Bonet","A blind boy visualizes what he hears and experiences on a regular basis.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZmM4ZWQ4ZjAtNGZjMy00M2Q2LWI2YjQtZGRlYTkzZmFkMmIwXkEyXkFqcGdeQXVyMTEyODcxMTc@._V1_SX300.jpg","N/A","7.3","39","tt0086344","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
