"AwardCeremony","FilmID","FilmName","Your.Rating","IMDb.Rating","Num.Votes","Nominations","Losses","Wins"
"62-1990","tt0097481","Harlem Nights",NA,6.1,24368,1,1,0
"62-1990","tt0097499","Henry V",7,7.5,31319,3,2,1
"62-1990","tt0097509","The Hill Farm",7,6.7,313,1,1,0
"62-1990","tt0097576","Indiana Jones and the Last Crusade",8,8.2,799802,3,2,1
"62-1990","tt0097628","The Johnstown Flood",8,7.5,131,1,0,1
"62-1990","tt0097635","Jesus of Montreal",NA,7.5,7486,1,1,0
"62-1990","tt0097733","Lethal Weapon 2",6,7.3,186152,1,1,0
"62-1990","tt0097757","The Little Mermaid",7,7.6,286305,2,1,1
"62-1990","tt0097766","Lo que le pasó a Santiago",NA,7.2,274,1,1,0
"62-1990","tt0097937","My Left Foot",6,7.8,78643,5,3,2
"62-1990","tt0098067","Parenthood",8,7.1,53862,2,2,0
"62-1990","tt0098319","Shirley Valentine",NA,7.2,8733,2,2,0
"62-1990","tt0098384","Steel Magnolias",NA,7.3,61644,1,1,0
"62-1990","tt0098413","Super Chief: The Life and Legacy of Earl Warren",NA,7.3,36,1,1,0
"62-1990","tt0098575","Valmont",NA,7,14139,1,1,0
"62-1990","tt0098635","When Harry Met Sally...",6,7.7,236996,1,1,0
"62-1990","tt0098677","Work Experience",6,6.7,124,1,0,1
"62-1990","tt0098685","Yad Vashem: Preserving the Past to Ensure the Future",6,6.4,33,1,1,0
"62-1990","tt0098724","Sex, Lies, and Videotape",NA,7.2,58375,1,1,0
"62-1990","tt0100211","Music Box",NA,7.3,8463,1,1,0
"63-1991","tt0098962","12:01 PM",9,7.6,1485,1,1,0
"63-1991","tt0099012","Alice",NA,6.6,15133,1,1,0
"63-1991","tt0099028","American Dream",NA,7.8,992,1,0,1
"63-1991","tt0099073","Avalon",NA,7.2,6707,4,4,0
"63-1991","tt0099077","Awakenings",6,7.8,155060,3,3,0
"63-1991","tt0099121","Berkeley in the Sixties",NA,7.5,769,1,1,0
"63-1991","tt0099182","Bronx Cheers",NA,6.6,58,1,1,0
"63-1991","tt0099185","Building Bombs",NA,6.3,54,1,1,0
"63-1991","tt0099191","Burning Down Tomorrow",NA,8,14,1,1,0
"63-1991","tt0099257","Chimps: So Like Us",NA,7,53,1,1,0
"63-1991","tt0099317","Creature Comforts",6,7.7,6820,1,0,1
"63-1991","tt0099334","Cyrano de Bergerac",NA,7.5,25618,5,4,1
"63-1991","tt0099348","Dances with Wolves",7,8,285343,12,5,7
"63-1991","tt0099371","Days of Thunder",NA,6.1,94886,1,1,0
"63-1991","tt0099372","Days of Waiting",NA,7.5,90,1,0,1
"63-1991","tt0099382","Dear Rosie",NA,6.4,56,1,1,0
"63-1991","tt0099422","Dick Tracy",NA,6.2,64976,7,4,3
"63-1991","tt0099487","Edward Scissorhands",9,7.9,516537,1,1,0
"63-1991","tt0099566","The Field",NA,7.3,6642,1,1,0
"63-1991","tt0099582","Flatliners",5,6.5,92090,1,1,0
"63-1991","tt0099598","Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade",NA,5.5,28,1,1,0
"63-1991","tt0099653","Ghost",7,7.1,231800,5,3,2
"63-1991","tt0099674","The Godfather Part III",6,7.6,418053,7,7,0
"63-1991","tt0099685","Goodfellas",9,8.7,1232542,6,5,1
"63-1991","tt0099696","Grasshoppers",6,7.2,626,1,1,0
"63-1991","tt0099699","Green Card",NA,6.3,25574,1,1,0
"63-1991","tt0099703","The Grifters",6,6.9,30060,4,4,0
"63-1991","tt0099726","Hamlet",NA,6.7,23381,2,2,0
"63-1991","tt0099747","Havana",NA,6.1,8432,1,1,0
"63-1991","tt0099762","Henry & June",NA,6.3,14020,1,1,0
"63-1991","tt0099785","Home Alone",7,7.7,635724,2,2,0
"63-1991","tt0099810","The Hunt for Red October",8,7.5,211404,3,2,1
"63-1991","tt0099899","Journey Into Life: The World of the Unborn",NA,6.2,37,1,1,0
"63-1991","tt0099902","Ju Dou",NA,7.6,8899,1,1,0
"63-1991","tt0100049","Longtime Companion",NA,7.5,6062,1,1,0
"63-1991","tt0100076","The Lunch Date",8,7.5,1744,1,0,1
"63-1991","tt0100142","Metropolitan",7,7.3,12189,1,1,0
"63-1991","tt0100157","Misery",7,7.8,230527,1,0,1
"63-1991","tt0100200","Mr. & Mrs. Bridge",NA,6.6,3430,1,1,0
"63-1991","tt0100389","Open Doors",NA,7.2,988,1,1,0
"63-1991","tt0100395","Postcards from the Edge",NA,6.7,19058,2,2,0
"63-1991","tt0100405","Pretty Woman",7,7.1,349356,1,1,0
"63-1991","tt0100470","Journey of Hope",NA,7.5,2214,1,0,1
"63-1991","tt0100486","Reversal of Fortune",NA,7.2,18098,3,2,1
"63-1991","tt0100517","Rose Kennedy: A Life to Remember",NA,5.7,22,1,1,0
"63-1991","tt0100557","The Nasty Girl",NA,7.3,2733,1,1,0
"63-1991","tt0100579","Senzeni Na?",NA,6.6,30,1,1,0
"63-1991","tt0100802","Total Recall",7,7.5,348846,2,2,0
"63-1991","tt0100900","Waldo Salt: A Screenwriter's Journey",NA,7.1,138,1,1,0
"63-1991","tt0100935","Wild at Heart",NA,7.2,99353,1,1,0
"63-1991","tt0100994","Young Guns II",NA,6.5,38473,1,1,0
"63-1991","tt0104361","Wallace & Gromit: A Grand Day Out",7,7.7,36010,1,1,0
"64-1992","tt0099776","Europa Europa",NA,7.6,17272,1,1,0
"64-1992","tt0101272","The Addams Family",6,6.9,177164,1,1,0
"64-1992","tt0101393","Backdraft",6,6.7,86589,3,3,0
"64-1992","tt0101410","Barton Fink",NA,7.6,127556,3,3,0
"64-1992","tt0101414","Beauty and the Beast",8,8,474193,4,3,1
"64-1992","tt0101456","Birch Street Gym",NA,6.1,43,1,1,0
"64-1992","tt0101457","Birdnesters of Thailand",NA,7.5,22,1,1,0
"64-1992","tt0101468","Blackfly",5,6.5,612,1,1,0
"64-1992","tt0101507","Boyz n the Hood",7,7.8,151375,2,2,0
"64-1992","tt0101516","Bugsy",5,6.8,30608,9,7,2
"64-1992","tt0101526","Children of Nature",NA,7.3,1581,1,1,0
"64-1992","tt0101540","Cape Fear",6,7.3,212225,2,2,0
"64-1992","tt0101587","City Slickers",4,6.8,62007,1,0,1
"64-1992","tt0101605","The Commitments",NA,7.6,37754,1,1,0
"64-1992","tt0101640","Raise the Red Lantern",NA,8.1,34763,1,1,0
"64-1992","tt0101683","Deadly Deception: General Electric, Nuclear Weapons and Our Environment",NA,6.7,87,1,0,1
"64-1992","tt0101693","Death on the Job",NA,7.1,43,1,1,0
"64-1992","tt0101749","Doing Time: Life Inside the Big House",NA,7.1,67,1,1,0
"64-1992","tt0101889","The Fisher King",6,7.5,89799,5,4,1
"64-1992","tt0101902","For the Boys",6,6.3,6012,1,1,0
"64-1992","tt0101921","Fried Green Tomatoes",8,7.7,80620,2,2,0
"64-1992","tt0101969","Grand Canyon",NA,6.9,16525,1,1,0
"64-1992","tt0102057","Hook",6,6.8,269411,5,5,0
"64-1992","tt0102114","In the Shadow of the Stars",NA,6.6,206,1,0,1
"64-1992","tt0102138","JFK",6,8,167460,8,6,2
"64-1992","tt0102268","Last Breeze of Summer",NA,7.6,37,1,1,0
"64-1992","tt0102320","A Little Vicious",NA,7.9,54,1,1,0
"64-1992","tt0102368","Madame Bovary",NA,6.6,4370,1,1,0
"64-1992","tt0102392","Manipulation",5,6.8,612,1,0,1
"64-1992","tt0102406","The Mark of the Maker",NA,6.2,28,1,1,0
"64-1992","tt0102426","Mediterraneo",NA,7.4,16240,1,0,1
"64-1992","tt0102430","Memorial: Letters from American Soldiers",NA,6.2,29,1,1,0
"64-1992","tt0102571","The Elementary School",NA,7.8,3185,1,1,0
"64-1992","tt0102619","The Ox",NA,7.1,980,1,1,0
"64-1992","tt0102713","The Prince of Tides",6,6.8,19297,7,7,0
"64-1992","tt0102753","Rambling Rose",NA,6.6,5384,2,2,0
"64-1992","tt0102778","The Restless Conscience: Resistance to Hitler Within Germany 1933-1945",NA,7.4,109,1,1,0
"64-1992","tt0102798","Robin Hood: Prince of Thieves",5,6.9,205398,1,1,0
"64-1992","tt0102926","The Silence of the Lambs",9,8.6,1516963,7,2,5
"64-1992","tt0102975","Star Trek VI: The Undiscovered Country",5,7.2,79982,2,2,0
"64-1992","tt0102997","Strings",NA,6.5,290,1,1,0
"64-1992","tt0103064","Terminator 2: Judgment Day",8,8.6,1154972,6,2,4
"64-1992","tt0103074","Thelma & Louise",9,7.6,168275,5,4,1
"64-1992","tt0103260","Wild by Law",NA,6.7,30,1,1,0
"64-1992","tt0108086","Session Man",4,6.5,258,1,0,1
"65-1993","tt0101270","Adam",7,6.6,633,1,1,0
"65-1993","tt0101316","The Lover",NA,6.8,23137,1,1,0
"65-1993","tt0101811","Enchanted April",NA,7.3,7042,3,3,0
"65-1993","tt0103176","Close to Eden",NA,7.6,3821,1,1,0
"65-1993","tt0103639","Aladdin",6,8,456091,4,3,1
"65-1993","tt0103644","Alien³",6,6.4,315159,1,1,0
"65-1993","tt0103728","At the Edge of Conquest: The Journey of Chief Wai-Wai",NA,NA,NA,1,1,0
"65-1993","tt0103772","Basic Instinct",7,7,214773,2,2,0
"65-1993","tt0103776","Batman Returns",4,7.1,323022,2,2,0
"65-1993","tt0103803","Beyond Imagining: Margaret Anderson and the 'Little Review'",NA,6.9,17,1,1,0
"65-1993","tt0103855","The Bodyguard",5,6.3,145241,1,1,0
"65-1993","tt0103874","Bram Stoker's Dracula",6,7.4,234278,4,1,3
"65-1993","tt0103938","Changing Our Minds: The Story of Dr. Evelyn Hooker",NA,6.9,65,1,1,0
"65-1993","tt0103939","Chaplin",NA,7.5,61245,3,3,0
"65-1993","tt0103985","The Colours of My Father: A Portrait of Sam Borenstein",5,6.3,63,1,1,0
"65-1993","tt0104007","Contact",NA,6.1,791,1,1,0
"65-1993","tt0104032","Cruise Control",NA,4.2,62,1,1,0
"65-1993","tt0104036","The Crying Game",7,7.2,59307,6,5,1
"65-1993","tt0104046","Daens",NA,7.5,4343,1,1,0
"65-1993","tt0104070","Death Becomes Her",7,6.6,128698,1,0,1
"65-1993","tt0104167","Educating Peter",NA,7.3,207,1,0,1
"65-1993","tt0104237","Damage",NA,6.7,20132,1,1,0
"65-1993","tt0104257","A Few Good Men",6,7.7,282108,4,4,0
"65-1993","tt0104275","Fires of Kuwait",NA,7.3,568,1,1,0
"65-1993","tt0104348","Glengarry Glen Ross",7,7.7,113991,1,1,0
"65-1993","tt0104427","Hoffa",NA,6.6,24501,2,2,0
"65-1993","tt0104454","Howards End",7,7.4,35215,9,6,3
"65-1993","tt0104466","Husbands and Wives",NA,7.5,30821,2,2,0
"65-1993","tt0104507","Indochine",NA,7,10712,2,1,1
"65-1993","tt0104669","The Lady in Waiting",7,6.5,51,1,1,0
"65-1993","tt0104691","The Last of the Mohicans",7,7.7,183831,1,0,1
"65-1993","tt0104721","Liberators: Fighting on Two Fronts in World War II",NA,4.6,96,1,1,0
"65-1993","tt0104756","Lorenzo's Oil",NA,7.3,23783,2,2,0
"65-1993","tt0104765","Love Field",NA,6.5,4300,1,1,0
"65-1993","tt0104774","A Place in the World",NA,7.7,2751,1,1,0
"65-1993","tt0104797","Malcolm X",NA,7.7,100515,2,2,0
"65-1993","tt0104802","The Mambo Kings",NA,6.4,5875,1,1,0
"65-1993","tt0104908","Mona Lisa Descending a Staircase",5,6.9,854,1,0,1
"65-1993","tt0104928","Mr. Saturday Night",NA,5.9,6266,1,1,0
"65-1993","tt0104946","Music for the Movies: Bernard Herrmann",NA,7.5,205,1,1,0
"65-1993","tt0104952","My Cousin Vinny",5,7.6,137379,1,0,1
"65-1993","tt0105051","Omnibus",5,7.2,594,1,0,1
"65-1993","tt0105089","The Panama Deception",NA,7.5,1152,1,0,1
"65-1993","tt0105107","Passion Fish",NA,7.3,5989,2,2,0
"65-1993","tt0105151","The Player",6,7.5,64813,3,3,0
"65-1993","tt0105224","Words, Words, Words",NA,7.1,334,1,1,0
"65-1993","tt0105265","A River Runs Through It",6,7.2,64442,3,2,1
"65-1993","tt0105311","The Sandman",10,7.4,1503,1,1,0
"65-1993","tt0105323","Scent of a Woman",9,8,322192,4,3,1
"65-1993","tt0105328","Schtonk",8,7.2,3960,1,1,0
"65-1993","tt0105335","Screen Play",8,7.4,220,1,1,0
"65-1993","tt0105506","Swan Song",6,7.4,192,1,1,0
"65-1993","tt0105629","Toys",NA,5.1,33333,2,2,0
"65-1993","tt0105690","Under Siege",6,6.5,93979,2,2,0
"65-1993","tt0105695","Unforgiven",7,8.2,430405,9,5,4
"65-1993","tt0105805","When Abortion Was Illegal: Untold Stories",NA,6.9,70,1,1,0
"66-1994","tt0103791","Belle Epoque",NA,7.1,11226,1,0,1
"66-1994","tt0104403","Hedd Wyn",NA,7.1,446,1,1,0
"66-1994","tt0106220","Addams Family Values",6,6.8,107739,1,1,0
"66-1994","tt0106226","The Age of Innocence",NA,7.2,66268,5,4,1
"66-1994","tt0106332","Farewell My Concubine",NA,8.1,32299,2,2,0
"66-1994","tt0106375","Beethoven's 2nd",3,4.9,29371,1,1,0
"66-1994","tt0106428","Blindscape",5,6.3,87,1,1,0
"66-1994","tt0106431","Blood Ties: The Life and Work of Sally Mann",NA,7.6,164,1,1,0
"66-1994","tt0106485","The Broadcast Tapes of Dr. Peter",NA,7.3,52,1,1,0
"66-1994","tt0106555","Chicks in White Satin",7,6.8,52,1,1,0
"66-1994","tt0106556","Children of Fate: Life and Death in a Sicilian Family",NA,6.8,51,1,1,0
"66-1994","tt0106582","Cliffhanger",NA,6.5,138000,3,3,0
"66-1994","tt0106673","Dave",6,6.9,56272,1,1,0
"66-1994","tt0106694","Defending Our Lives",NA,7,75,1,0,1
"66-1994","tt0106766","Down on the Waterfront",NA,7.8,53,1,1,0
"66-1994","tt0106881","Fearless",NA,7.1,24182,1,1,0
"66-1994","tt0106918","The Firm",NA,6.9,145282,2,2,0
"66-1994","tt0106939","For Better or for Worse",NA,7.1,38,1,1,0
"66-1994","tt0106977","The Fugitive",7,7.8,312999,7,6,1
"66-1994","tt0107004","Geronimo: An American Legend",NA,6.5,13190,1,1,0
"66-1994","tt0107156","The Wedding Banquet",NA,7.6,16866,1,1,0
"66-1994","tt0107177","I Am a Promise: The Children of Stanton Elementary School",NA,7.1,222,1,0,1
"66-1994","tt0107206","In the Line of Fire",NA,7.2,111773,3,3,0
"66-1994","tt0107207","In the Name of the Father",10,8.1,184498,7,7,0
"66-1994","tt0107290","Jurassic Park",9,8.2,1047239,3,0,3
"66-1994","tt0107574","The Mighty River",NA,7.9,521,1,1,0
"66-1994","tt0107614","Mrs. Doubtfire",6,7.1,285720,1,0,1
"66-1994","tt0107617","The Scent of Green Papaya",NA,7.3,9715,1,1,0
"66-1994","tt0107688","The Nightmare Before Christmas",8,7.9,370064,1,1,0
"66-1994","tt0107756","Orlando",NA,7.1,18282,2,2,0
"66-1994","tt0107818","Philadelphia",7,7.7,254596,4,3,1
"66-1994","tt0107822","The Piano",8,7.5,93816,8,5,3
"66-1994","tt0107840","Poetic Justice",NA,6.1,16290,1,1,0
"66-1994","tt0107943","The Remains of the Day",9,7.8,82245,8,8,0
"66-1994","tt0108052","Schindler's List",8,9,1424448,12,5,7
"66-1994","tt0108056","Black Rider",7,7.6,1876,1,0,1
"66-1994","tt0108065","Searching for Bobby Fischer",6,7.4,41865,1,1,0
"66-1994","tt0108101","Shadowlands",NA,7.3,20201,2,2,0
"66-1994","tt0108122","Short Cuts",NA,7.7,46913,1,1,0
"66-1994","tt0108149","Six Degrees of Separation",NA,6.8,22249,1,1,0
"66-1994","tt0108160","Sleepless in Seattle",5,6.8,187889,2,2,0
"66-1994","tt0108165","Small Talk",4,5.7,116,1,1,0
"66-1994","tt0108494","The Village",NA,7.5,465,1,1,0
"66-1994","tt0108498","The Screw",NA,7.4,151,1,1,0
"66-1994","tt0108515","The War Room",NA,7.4,4387,1,1,0
"66-1994","tt0108550","What's Eating Gilbert Grape",8,7.7,250526,1,1,0
"66-1994","tt0108551","What's Love Got to Do with It",NA,7.3,24173,2,2,0
"66-1994","tt0108598","Wallace & Gromit: The Wrong Trousers",9,8.3,56650,1,0,1
"66-1994","tt0110781","Partners",NA,5.7,76,1,1,0
"66-1994","tt0112917","The Dutch Master",NA,5.4,251,1,1,0
"67-1995","tt0094416","American Experience",NA,8.6,2139,1,1,0
"67-1995","tt0106446","Bob's Birthday",7,7,1005,1,0,1
"67-1995","tt0106961","Franz Kafka's It's a Wonderful Life",6,7.2,1183,1,0,1
"67-1995","tt0106966","Strawberry & Chocolate",NA,7.4,5953,1,1,0
"67-1995","tt0109023","89 mm od Europy",NA,6.9,265,1,1,0
"67-1995","tt0109045","The Adventures of Priscilla, Queen of the Desert",7,7.5,53966,1,0,1
"67-1995","tt0109270","The Big Story",7,6,391,1,1,0
"67-1995","tt0109306","Blue Sky",NA,6.4,8041,1,0,1
"67-1995","tt0109308","Blues Highway",NA,5.9,17,1,1,0
"67-1995","tt0109348","Bullets Over Broadway",5,7.4,41223,6,6,0
"67-1995","tt0109444","Clear and Present Danger",NA,6.9,106415,2,2,0
"67-1995","tt0109446","The Client",NA,6.7,72498,1,1,0
"67-1995","tt0109465","Complaints of a Dutiful Daughter",NA,7.2,124,1,1,0
"67-1995","tt0109707","Ed Wood",NA,7.8,182426,2,0,2
"67-1995","tt0109771","Farinelli",NA,6.8,7196,1,1,0
"67-1995","tt0109830","Forrest Gump",8,8.8,2209519,13,7,6
"67-1995","tt0109831","Four Weddings and a Funeral",6,7.1,162895,2,2,0
"67-1995","tt0109836","Frankenstein",4,6.3,58643,1,1,0
"67-1995","tt0109839","Freedom on My Mind",9,8,285,1,1,0
"67-1995","tt0109934","A Great Day in Harlem",NA,7.4,488,1,1,0
"67-1995","tt0110005","Heavenly Creatures",NA,7.3,66751,1,1,0
"67-1995","tt0110057","Hoop Dreams",9,8.3,27653,1,1,0
"67-1995","tt0110148","Interview with the Vampire: The Vampire Chronicles",4,7.5,342487,2,2,0
"67-1995","tt0110183","The Janitor",4,5.6,146,1,1,0
"67-1995","tt0110216","Junior",3,4.7,72167,1,1,0
"67-1995","tt0110239","Kangaroo Court",NA,7.9,139,1,1,0
"67-1995","tt0110322","Legends of the Fall",5,7.5,179315,3,2,1
"67-1995","tt0110357","The Lion King",9,8.5,1120585,2,1,1
"67-1995","tt0110367","Little Women",6,7.3,62547,3,3,0
"67-1995","tt0110428","The Madness of King George",NA,7.2,17944,4,3,1
"67-1995","tt0110475","The Mask",7,6.9,412044,1,1,0
"67-1995","tt0110478","Maverick",NA,7,117412,1,1,0
"67-1995","tt0110480","Maya Lin: A Strong Clear Vision",NA,7.3,526,1,0,1
"67-1995","tt0110547","The Monk and the Fish",7,7.1,1346,1,1,0
"67-1995","tt0110638","Nell",NA,6.5,30462,1,1,0
"67-1995","tt0110684","Nobody's Fool",NA,7.3,22186,2,2,0
"67-1995","tt0110726","On Hope",NA,6,51,1,1,0
"67-1995","tt0110771","The Paper",NA,6.7,14922,1,1,0
"67-1995","tt0110882","Before the Rain",NA,7.9,15693,1,1,0
"67-1995","tt0110912","Pulp Fiction",8,8.9,2174420,7,6,1
"67-1995","tt0110932","Quiz Show",8,7.5,72545,4,4,0
"67-1995","tt0110963","Queen Margot",NA,7.4,18655,1,1,0
"67-1995","tt0111088","School of the Americas Assassins",NA,6.3,67,1,1,0
"67-1995","tt0111161","The Shawshank Redemption",8,9.3,2834872,7,7,0
"67-1995","tt0111257","Speed",NA,7.3,385628,3,1,2
"67-1995","tt0111295","Straight from the Heart",NA,6,35,1,1,0
"67-1995","tt0111338","Syrup",NA,6.9,71,1,1,0
"67-1995","tt0111436","A Time for Justice",NA,6.8,102,1,0,1
"67-1995","tt0111454","Tom & Viv",NA,6.3,1815,2,2,0
"67-1995","tt0111486","Trevor",9,7.7,1621,1,0,1
"67-1995","tt0111489","Triangle",NA,6.5,153,1,1,0
"67-1995","tt0111495","Three Colors: Red",9,8.1,108571,3,3,0
"67-1995","tt0111503","True Lies",6,7.3,276298,1,1,0
"67-1995","tt0111579","Burnt by the Sun",8,7.8,16136,1,0,1
"67-1995","tt0111756","Wyatt Earp",NA,6.7,54154,1,1,0
"67-1995","tt0111797","Eat Drink Man Woman",NA,7.8,22822,1,1,0
"68-1996","tt0110877","The Postman",10,7.8,38543,5,4,1
"68-1996","tt0110880","Dust of Life",NA,6.5,152,1,1,0
"68-1996","tt0112346","The American President",5,6.8,59999,1,1,0
"68-1996","tt0112373","Anne Frank Remembered",NA,8.1,1278,1,0,1
"68-1996","tt0112379","Antonia's Line",NA,7.4,9365,1,0,1
"68-1996","tt0112384","Apollo 13",8,7.7,310295,9,7,2
"68-1996","tt0112431","Babe",6,6.9,132292,7,6,1
"68-1996","tt0112462","Batman Forever",4,5.4,263889,3,3,0
"68-1996","tt0112573","Braveheart",7,8.3,1077814,10,5,5
"68-1996","tt0112579","The Bridges of Madison County",NA,7.6,87391,1,1,0
"68-1996","tt0112584","Brooms",7,7.1,77,1,1,0
"68-1996","tt0112641","Casino",7,8.2,553377,1,1,0
"68-1996","tt0112661","The Chicken from Outer Space",5,7.7,852,1,1,0
"68-1996","tt0112691","Wallace & Gromit: A Close Shave",9,8.1,42940,1,0,1
"68-1996","tt0112740","Crimson Tide",NA,7.3,121202,3,3,0
"68-1996","tt0112818","Dead Man Walking",8,7.5,100426,4,3,1
"68-1996","tt0112883","Don Juan DeMarco",NA,6.7,52818,1,1,0
"68-1996","tt0112910","Duke of Groove",4,5.7,272,1,1,0
"68-1996","tt0112958","The End",6,6.1,293,1,1,0
"68-1996","tt0113138","Gagarin",4,6.8,637,1,1,0
"68-1996","tt0113158","Georgia",NA,6.5,3295,1,1,0
"68-1996","tt0113254","Hank Aaron: Chasing the Dream",7,7.6,155,1,1,0
"68-1996","tt0113473","Jim Dine: A Self-Portrait on the Walls",NA,6.1,25,1,1,0
"68-1996","tt0113627","Leaving Las Vegas",6,7.5,132310,4,3,1
"68-1996","tt0113653","Lieberman in Love",NA,6.6,143,1,0,1
"68-1996","tt0113670","A Little Princess",NA,7.6,36258,2,2,0
"68-1996","tt0113671","Little Surprises",NA,7.3,118,1,1,0
"68-1996","tt0113676","The Living Sea",5,7.1,610,1,1,0
"68-1996","tt0113720","Love Lessons",NA,6.8,7382,1,1,0
"68-1996","tt0113819","Mighty Aphrodite",NA,7,42296,2,1,1
"68-1996","tt0113862","Mr. Holland's Opus",8,7.3,41292,1,1,0
"68-1996","tt0113896","My Family",NA,7.3,4423,1,1,0
"68-1996","tt0113963","Never Give Up: The 20th Century Odyssey of Herbert Zipper",NA,6,22,1,1,0
"68-1996","tt0113987","Nixon",NA,7.1,32401,4,4,0
"68-1996","tt0114044","One Survivor Remembers",NA,7.9,360,1,0,1
"68-1996","tt0114148","Pocahontas",4,6.7,199849,2,0,2
"68-1996","tt0114212","O Quatrilho",NA,6.7,1536,1,1,0
"68-1996","tt0114272","Restoration",NA,6.6,9821,2,0,2
"68-1996","tt0114279","Richard III",8,7.3,15404,2,2,0
"68-1996","tt0114287","Rob Roy",NA,6.9,44999,1,1,0
"68-1996","tt0114296","Roommates",NA,6.4,1977,1,1,0
"68-1996","tt0114308","Runaway Brain",8,7.3,1254,1,1,0
"68-1996","tt0114319","Sabrina",5,6.3,43831,2,2,0
"68-1996","tt0114369","Se7en",6,8.6,1760267,1,1,0
"68-1996","tt0114388","Sense and Sensibility",8,7.7,123362,7,6,1
"68-1996","tt0114405","The Shadow of Hate",NA,7,67,1,1,0
"68-1996","tt0114709","Toy Story",9,8.3,1050350,3,3,0
"68-1996","tt0114742","Tuesday Morning Ride",NA,7,66,1,1,0
"68-1996","tt0114746","12 Monkeys",8,8,639785,2,2,0
"68-1996","tt0114798","Unstrung Heroes",NA,6.7,3251,1,1,0
"68-1996","tt0114808","The Star Maker",NA,7.4,5422,1,1,0
"68-1996","tt0114814","The Usual Suspects",8,8.5,1129874,2,0,2
"68-1996","tt0114898","Waterworld",5,6.3,206921,1,1,0
"68-1996","tt0115012","Shanghai Triad",NA,7.1,5958,1,1,0
"68-1996","tt0115634","The Battle Over Citizen Kane",NA,7.7,1448,1,1,0
"68-1996","tt0117669","Small Wonders",NA,7.5,172,1,1,0
"68-1996","tt1614420","Troublesome Creek: A Midwestern",NA,7.1,89,1,1,0
"69-1997","tt0112365","Angels and Insects",NA,6.8,4806,1,1,0
"69-1997","tt0115685","The Birdcage",9,7.2,98212,1,1,0
"69-1997","tt0115751","Breaking the Waves",9,7.8,70709,1,1,0
"69-1997","tt0115753","Breathing Lessons: The Life and Work of Mark O'Brien",NA,7.7,161,1,0,1
"69-1997","tt0115817","Canhead",7,6.6,221,1,1,0
"69-1997","tt0115952","Cosmic Voyage",NA,7.6,761,1,1,0
"69-1997","tt0115988","The Crucible",4,6.8,39766,2,2,0
"69-1997","tt0116040","Daylight",NA,5.9,75902,1,1,0
"69-1997","tt0116044","De tripas, corazón",NA,7.1,181,1,1,0
"69-1997","tt0116058","Dear Diary",NA,6.1,117,1,0,1
"69-1997","tt0116136","DragonHeart",4,6.4,100934,1,1,0
"69-1997","tt0116191","Emma",5,6.6,41094,2,1,1
"69-1997","tt0116209","The English Patient",7,7.4,197897,12,3,9
"69-1997","tt0116213","Eraser",5,6.2,117153,1,1,0
"69-1997","tt0116214","Ernst & Lyset",NA,7.3,658,1,1,0
"69-1997","tt0116233","Linked",NA,7.1,245,1,1,0
"69-1997","tt0116234","An Essay on Matisse",NA,6.5,32,1,1,0
"69-1997","tt0116250","Evita",6,6.3,37184,5,4,1
"69-1997","tt0116282","Fargo",8,8.1,712333,7,5,2
"69-1997","tt0116313","The First Wives Club",6,6.4,53239,1,1,0
"69-1997","tt0116329","Fly Away Home",6,6.9,26841,1,1,0
"69-1997","tt0116409","The Ghost and the Darkness",4,6.8,65182,1,0,1
"69-1997","tt0116410","Ghosts of Mississippi",NA,6.7,12011,2,2,0
"69-1997","tt0116477","Hamlet",NA,7.7,39594,4,4,0
"69-1997","tt0116583","The Hunchback of Notre Dame",5,7,168923,1,1,0
"69-1997","tt0116629","Independence Day",6,7,598728,2,1,1
"69-1997","tt0116683","James and the Giant Peach",8,6.7,73110,1,1,0
"69-1997","tt0116695","Jerry Maguire",7,7.3,282805,5,4,1
"69-1997","tt0116754","Prisoner of the Mountains",NA,7.5,4703,1,1,0
"69-1997","tt0116790","Kolya",NA,7.7,16085,1,0,1
"69-1997","tt0116886","The Line King: The Al Hirschfeld Story",NA,7.3,431,1,1,0
"69-1997","tt0116905","Lone Star",NA,7.4,31342,1,1,0
"69-1997","tt0116980","Mandela",NA,6.9,400,1,1,0
"69-1997","tt0116999","Marvin's Room",NA,6.7,29658,1,1,0
